Layer_ID,Original_ID,Type,in1_dim1,in1_dim2,in1_dim3,in1_dim4,in2_dim1,in2_dim2,in2_dim3,in2_dim4,in3_dim1,in3_dim2,in3_dim3,in3_dim4,prec,out1_dim1,out1_dim2,out1_dim3,out1_dim4,NodeName,Dilations,Groups,KernelShape,Pads,Strides
L1,%205,Conv,1,3,224,224,768,3,16,16,768,NA,NA,NA,8,1,768,14,14,/vit/embeddings/patch_embeddings/projection/Conv,"[1, 1]",1 : si64,"[16, 16]","[0, 0, 0, 0]","[16, 16]"
L2,%209,Add,1,197,768,NA,1,197,768,NA,NA,NA,NA,NA,8,1,197,768,NA,/vit/embeddings/Add,NA,NA,NA,NA,NA
L3,%Y,LayerNormalization,1,197,768,NA,768,NA,NA,NA,768,NA,NA,NA,8,1,197,768,NA,/vit/encoder/layer.0/layernorm_before/Add_1_129,NA,NA,NA,NA,NA
L4,%210,MatMul,1,197,768,NA,768,768,NA,NA,NA,NA,NA,NA,8,1,197,768,NA,/vit/encoder/layer.0/attention/attention/query/MatMul,NA,NA,NA,NA,NA
L5,%211,MatMul,1,197,768,NA,768,768,NA,NA,NA,NA,NA,NA,8,1,197,768,NA,/vit/encoder/layer.0/attention/attention/key/MatMul,NA,NA,NA,NA,NA
L6,%212,MatMul,1,197,768,NA,768,768,NA,NA,NA,NA,NA,NA,8,1,197,768,NA,/vit/encoder/layer.0/attention/attention/value/MatMul,NA,NA,NA,NA,NA
L7,%213,Add,1,197,768,NA,768,NA,NA,NA,NA,NA,NA,NA,8,1,197,768,NA,/vit/encoder/layer.0/attention/attention/query/Add_46,NA,NA,NA,NA,NA
L8,%214,Add,1,197,768,NA,768,NA,NA,NA,NA,NA,NA,NA,8,1,197,768,NA,/vit/encoder/layer.0/attention/attention/key/Add_58,NA,NA,NA,NA,NA
L9,%215,Add,1,197,768,NA,768,NA,NA,NA,NA,NA,NA,NA,8,1,197,768,NA,/vit/encoder/layer.0/attention/attention/value/Add_3,NA,NA,NA,NA,NA
L10,%224,MatMul,1,12,197,64,1,12,64,197,NA,NA,NA,NA,8,1,12,197,197,/vit/encoder/layer.0/attention/attention/MatMul,NA,NA,NA,NA,NA
L11,%225,Softmax,1,12,197,197,NA,NA,NA,NA,NA,NA,NA,NA,8,1,12,197,197,/vit/encoder/layer.0/attention/attention/Softmax,NA,NA,NA,NA,NA
L12,%226,MatMul,1,12,197,197,1,12,197,64,NA,NA,NA,NA,8,1,12,197,64,/vit/encoder/layer.0/attention/attention/MatMul_1,NA,NA,NA,NA,NA
L13,%229,MatMul,1,197,768,NA,768,768,NA,NA,NA,NA,NA,NA,8,1,197,768,NA,/vit/encoder/layer.0/attention/output/dense/MatMul,NA,NA,NA,NA,NA
L14,%230,Add,1,197,768,NA,1,197,768,NA,NA,NA,NA,NA,8,1,197,768,NA,/vit/encoder/layer.0/Add-Initializer_vit.encoder.layer.0.attention.output.dense.bias-/vit/encoder/layer.0/attention/output/dense/Add_63,NA,NA,NA,NA,NA
L15,%231,Add,1,197,768,NA,768,NA,NA,NA,NA,NA,NA,NA,8,1,197,768,NA,/vit/encoder/layer.0/Add-Initializer_vit.encoder.layer.0.attention.output.dense.bias-/vit/encoder/layer.0/attention/output/dense/Add_14,NA,NA,NA,NA,NA
L16,%Y_0,LayerNormalization,1,197,768,NA,768,NA,NA,NA,768,NA,NA,NA,8,1,197,768,NA,/vit/encoder/layer.0/layernorm_after/Add_1_56,NA,NA,NA,NA,NA
L17,%232,MatMul,1,197,768,NA,768,3072,NA,NA,NA,NA,NA,NA,8,1,197,3072,NA,/vit/encoder/layer.0/intermediate/dense/MatMul,NA,NA,NA,NA,NA
L18,%233,Add,1,197,3072,NA,3072,NA,NA,NA,NA,NA,NA,NA,8,1,197,3072,NA,/vit/encoder/layer.0/intermediate/dense/Add_5,NA,NA,NA,NA,NA
L19,%234,Gelu,1,197,3072,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,197,3072,NA,/vit/encoder/layer.0/intermediate/intermediate_act_fn/Mul_1_12,NA,NA,NA,NA,NA
L20,%235,MatMul,1,197,3072,NA,3072,768,NA,NA,NA,NA,NA,NA,8,1,197,768,NA,/vit/encoder/layer.0/output/dense/MatMul,NA,NA,NA,NA,NA
L21,%236,Add,1,197,768,NA,1,197,768,NA,NA,NA,NA,NA,8,1,197,768,NA,/vit/encoder/layer.0/output/Add-Initializer_vit.encoder.layer.0.output.dense.bias-/vit/encoder/layer.0/output/dense/Add_127,NA,NA,NA,NA,NA
L22,%237,Add,1,197,768,NA,768,NA,NA,NA,NA,NA,NA,NA,8,1,197,768,NA,/vit/encoder/layer.0/output/Add-Initializer_vit.encoder.layer.0.output.dense.bias-/vit/encoder/layer.0/output/dense/Add_48,NA,NA,NA,NA,NA
L23,%Y_3,LayerNormalization,1,197,768,NA,768,NA,NA,NA,768,NA,NA,NA,8,1,197,768,NA,/vit/encoder/layer.1/layernorm_before/Add_1_61,NA,NA,NA,NA,NA
L24,%238,MatMul,1,197,768,NA,768,768,NA,NA,NA,NA,NA,NA,8,1,197,768,NA,/vit/encoder/layer.1/attention/attention/query/MatMul,NA,NA,NA,NA,NA
L25,%239,MatMul,1,197,768,NA,768,768,NA,NA,NA,NA,NA,NA,8,1,197,768,NA,/vit/encoder/layer.1/attention/attention/key/MatMul,NA,NA,NA,NA,NA
L26,%240,MatMul,1,197,768,NA,768,768,NA,NA,NA,NA,NA,NA,8,1,197,768,NA,/vit/encoder/layer.1/attention/attention/value/MatMul,NA,NA,NA,NA,NA
L27,%241,Add,1,197,768,NA,768,NA,NA,NA,NA,NA,NA,NA,8,1,197,768,NA,/vit/encoder/layer.1/attention/attention/query/Add_67,NA,NA,NA,NA,NA
L28,%242,Add,1,197,768,NA,768,NA,NA,NA,NA,NA,NA,NA,8,1,197,768,NA,/vit/encoder/layer.1/attention/attention/key/Add_59,NA,NA,NA,NA,NA
L29,%243,Add,1,197,768,NA,768,NA,NA,NA,NA,NA,NA,NA,8,1,197,768,NA,/vit/encoder/layer.1/attention/attention/value/Add_70,NA,NA,NA,NA,NA
L30,%252,MatMul,1,12,197,64,1,12,64,197,NA,NA,NA,NA,8,1,12,197,197,/vit/encoder/layer.1/attention/attention/MatMul,NA,NA,NA,NA,NA
L31,%253,Softmax,1,12,197,197,NA,NA,NA,NA,NA,NA,NA,NA,8,1,12,197,197,/vit/encoder/layer.1/attention/attention/Softmax,NA,NA,NA,NA,NA
L32,%254,MatMul,1,12,197,197,1,12,197,64,NA,NA,NA,NA,8,1,12,197,64,/vit/encoder/layer.1/attention/attention/MatMul_1,NA,NA,NA,NA,NA
L33,%257,MatMul,1,197,768,NA,768,768,NA,NA,NA,NA,NA,NA,8,1,197,768,NA,/vit/encoder/layer.1/attention/output/dense/MatMul,NA,NA,NA,NA,NA
L34,%258,Add,1,197,768,NA,1,197,768,NA,NA,NA,NA,NA,8,1,197,768,NA,/vit/encoder/layer.1/Add-Initializer_vit.encoder.layer.1.attention.output.dense.bias-/vit/encoder/layer.1/attention/output/dense/Add_15,NA,NA,NA,NA,NA
L35,%259,Add,1,197,768,NA,768,NA,NA,NA,NA,NA,NA,NA,8,1,197,768,NA,/vit/encoder/layer.1/Add-Initializer_vit.encoder.layer.1.attention.output.dense.bias-/vit/encoder/layer.1/attention/output/dense/Add_123,NA,NA,NA,NA,NA
L36,%Y_6,LayerNormalization,1,197,768,NA,768,NA,NA,NA,768,NA,NA,NA,8,1,197,768,NA,/vit/encoder/layer.1/layernorm_after/Add_1_54,NA,NA,NA,NA,NA
L37,%260,MatMul,1,197,768,NA,768,3072,NA,NA,NA,NA,NA,NA,8,1,197,3072,NA,/vit/encoder/layer.1/intermediate/dense/MatMul,NA,NA,NA,NA,NA
L38,%261,Add,1,197,3072,NA,3072,NA,NA,NA,NA,NA,NA,NA,8,1,197,3072,NA,/vit/encoder/layer.1/intermediate/dense/Add_83,NA,NA,NA,NA,NA
L39,%262,Gelu,1,197,3072,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,197,3072,NA,/vit/encoder/layer.1/intermediate/intermediate_act_fn/Mul_1_30,NA,NA,NA,NA,NA
L40,%263,MatMul,1,197,3072,NA,3072,768,NA,NA,NA,NA,NA,NA,8,1,197,768,NA,/vit/encoder/layer.1/output/dense/MatMul,NA,NA,NA,NA,NA
L41,%264,Add,1,197,768,NA,1,197,768,NA,NA,NA,NA,NA,8,1,197,768,NA,/vit/encoder/layer.1/output/Add-Initializer_vit.encoder.layer.1.output.dense.bias-/vit/encoder/layer.1/output/dense/Add_69,NA,NA,NA,NA,NA
L42,%265,Add,1,197,768,NA,768,NA,NA,NA,NA,NA,NA,NA,8,1,197,768,NA,/vit/encoder/layer.1/output/Add-Initializer_vit.encoder.layer.1.output.dense.bias-/vit/encoder/layer.1/output/dense/Add_50,NA,NA,NA,NA,NA
L43,%Y_9,LayerNormalization,1,197,768,NA,768,NA,NA,NA,768,NA,NA,NA,8,1,197,768,NA,/vit/encoder/layer.2/layernorm_before/Add_1_29,NA,NA,NA,NA,NA
L44,%266,MatMul,1,197,768,NA,768,768,NA,NA,NA,NA,NA,NA,8,1,197,768,NA,/vit/encoder/layer.2/attention/attention/query/MatMul,NA,NA,NA,NA,NA
L45,%267,MatMul,1,197,768,NA,768,768,NA,NA,NA,NA,NA,NA,8,1,197,768,NA,/vit/encoder/layer.2/attention/attention/key/MatMul,NA,NA,NA,NA,NA
L46,%268,MatMul,1,197,768,NA,768,768,NA,NA,NA,NA,NA,NA,8,1,197,768,NA,/vit/encoder/layer.2/attention/attention/value/MatMul,NA,NA,NA,NA,NA
L47,%269,Add,1,197,768,NA,768,NA,NA,NA,NA,NA,NA,NA,8,1,197,768,NA,/vit/encoder/layer.2/attention/attention/query/Add_102,NA,NA,NA,NA,NA
L48,%270,Add,1,197,768,NA,768,NA,NA,NA,NA,NA,NA,NA,8,1,197,768,NA,/vit/encoder/layer.2/attention/attention/key/Add_81,NA,NA,NA,NA,NA
L49,%271,Add,1,197,768,NA,768,NA,NA,NA,NA,NA,NA,NA,8,1,197,768,NA,/vit/encoder/layer.2/attention/attention/value/Add_71,NA,NA,NA,NA,NA
L50,%280,MatMul,1,12,197,64,1,12,64,197,NA,NA,NA,NA,8,1,12,197,197,/vit/encoder/layer.2/attention/attention/MatMul,NA,NA,NA,NA,NA
L51,%281,Softmax,1,12,197,197,NA,NA,NA,NA,NA,NA,NA,NA,8,1,12,197,197,/vit/encoder/layer.2/attention/attention/Softmax,NA,NA,NA,NA,NA
L52,%282,MatMul,1,12,197,197,1,12,197,64,NA,NA,NA,NA,8,1,12,197,64,/vit/encoder/layer.2/attention/attention/MatMul_1,NA,NA,NA,NA,NA
L53,%285,MatMul,1,197,768,NA,768,768,NA,NA,NA,NA,NA,NA,8,1,197,768,NA,/vit/encoder/layer.2/attention/output/dense/MatMul,NA,NA,NA,NA,NA
L54,%286,Add,1,197,768,NA,1,197,768,NA,NA,NA,NA,NA,8,1,197,768,NA,/vit/encoder/layer.2/Add-Initializer_vit.encoder.layer.2.attention.output.dense.bias-/vit/encoder/layer.2/attention/output/dense/Add_44,NA,NA,NA,NA,NA
L55,%287,Add,1,197,768,NA,768,NA,NA,NA,NA,NA,NA,NA,8,1,197,768,NA,/vit/encoder/layer.2/Add-Initializer_vit.encoder.layer.2.attention.output.dense.bias-/vit/encoder/layer.2/attention/output/dense/Add_80,NA,NA,NA,NA,NA
L56,%Y_12,LayerNormalization,1,197,768,NA,768,NA,NA,NA,768,NA,NA,NA,8,1,197,768,NA,/vit/encoder/layer.2/layernorm_after/Add_1_23,NA,NA,NA,NA,NA
L57,%288,MatMul,1,197,768,NA,768,3072,NA,NA,NA,NA,NA,NA,8,1,197,3072,NA,/vit/encoder/layer.2/intermediate/dense/MatMul,NA,NA,NA,NA,NA
L58,%289,Add,1,197,3072,NA,3072,NA,NA,NA,NA,NA,NA,NA,8,1,197,3072,NA,/vit/encoder/layer.2/intermediate/dense/Add_6,NA,NA,NA,NA,NA
L59,%290,Gelu,1,197,3072,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,197,3072,NA,/vit/encoder/layer.2/intermediate/intermediate_act_fn/Mul_1_85,NA,NA,NA,NA,NA
L60,%291,MatMul,1,197,3072,NA,3072,768,NA,NA,NA,NA,NA,NA,8,1,197,768,NA,/vit/encoder/layer.2/output/dense/MatMul,NA,NA,NA,NA,NA
L61,%292,Add,1,197,768,NA,1,197,768,NA,NA,NA,NA,NA,8,1,197,768,NA,/vit/encoder/layer.2/output/Add-Initializer_vit.encoder.layer.2.output.dense.bias-/vit/encoder/layer.2/output/dense/Add_11,NA,NA,NA,NA,NA
L62,%293,Add,1,197,768,NA,768,NA,NA,NA,NA,NA,NA,NA,8,1,197,768,NA,/vit/encoder/layer.2/output/Add-Initializer_vit.encoder.layer.2.output.dense.bias-/vit/encoder/layer.2/output/dense/Add_18,NA,NA,NA,NA,NA
L63,%Y_15,LayerNormalization,1,197,768,NA,768,NA,NA,NA,768,NA,NA,NA,8,1,197,768,NA,/vit/encoder/layer.3/layernorm_before/Add_1_13,NA,NA,NA,NA,NA
L64,%294,MatMul,1,197,768,NA,768,768,NA,NA,NA,NA,NA,NA,8,1,197,768,NA,/vit/encoder/layer.3/attention/attention/query/MatMul,NA,NA,NA,NA,NA
L65,%295,MatMul,1,197,768,NA,768,768,NA,NA,NA,NA,NA,NA,8,1,197,768,NA,/vit/encoder/layer.3/attention/attention/key/MatMul,NA,NA,NA,NA,NA
L66,%296,MatMul,1,197,768,NA,768,768,NA,NA,NA,NA,NA,NA,8,1,197,768,NA,/vit/encoder/layer.3/attention/attention/value/MatMul,NA,NA,NA,NA,NA
L67,%297,Add,1,197,768,NA,768,NA,NA,NA,NA,NA,NA,NA,8,1,197,768,NA,/vit/encoder/layer.3/attention/attention/query/Add_103,NA,NA,NA,NA,NA
L68,%298,Add,1,197,768,NA,768,NA,NA,NA,NA,NA,NA,NA,8,1,197,768,NA,/vit/encoder/layer.3/attention/attention/key/Add_34,NA,NA,NA,NA,NA
L69,%299,Add,1,197,768,NA,768,NA,NA,NA,NA,NA,NA,NA,8,1,197,768,NA,/vit/encoder/layer.3/attention/attention/value/Add_49,NA,NA,NA,NA,NA
L70,%308,MatMul,1,12,197,64,1,12,64,197,NA,NA,NA,NA,8,1,12,197,197,/vit/encoder/layer.3/attention/attention/MatMul,NA,NA,NA,NA,NA
L71,%309,Softmax,1,12,197,197,NA,NA,NA,NA,NA,NA,NA,NA,8,1,12,197,197,/vit/encoder/layer.3/attention/attention/Softmax,NA,NA,NA,NA,NA
L72,%310,MatMul,1,12,197,197,1,12,197,64,NA,NA,NA,NA,8,1,12,197,64,/vit/encoder/layer.3/attention/attention/MatMul_1,NA,NA,NA,NA,NA
L73,%313,MatMul,1,197,768,NA,768,768,NA,NA,NA,NA,NA,NA,8,1,197,768,NA,/vit/encoder/layer.3/attention/output/dense/MatMul,NA,NA,NA,NA,NA
L74,%314,Add,1,197,768,NA,1,197,768,NA,NA,NA,NA,NA,8,1,197,768,NA,/vit/encoder/layer.3/Add-Initializer_vit.encoder.layer.3.attention.output.dense.bias-/vit/encoder/layer.3/attention/output/dense/Add_55,NA,NA,NA,NA,NA
L75,%315,Add,1,197,768,NA,768,NA,NA,NA,NA,NA,NA,NA,8,1,197,768,NA,/vit/encoder/layer.3/Add-Initializer_vit.encoder.layer.3.attention.output.dense.bias-/vit/encoder/layer.3/attention/output/dense/Add_118,NA,NA,NA,NA,NA
L76,%Y_18,LayerNormalization,1,197,768,NA,768,NA,NA,NA,768,NA,NA,NA,8,1,197,768,NA,/vit/encoder/layer.3/layernorm_after/Add_1_0,NA,NA,NA,NA,NA
L77,%316,MatMul,1,197,768,NA,768,3072,NA,NA,NA,NA,NA,NA,8,1,197,3072,NA,/vit/encoder/layer.3/intermediate/dense/MatMul,NA,NA,NA,NA,NA
L78,%317,Add,1,197,3072,NA,3072,NA,NA,NA,NA,NA,NA,NA,8,1,197,3072,NA,/vit/encoder/layer.3/intermediate/dense/Add_22,NA,NA,NA,NA,NA
L79,%318,Gelu,1,197,3072,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,197,3072,NA,/vit/encoder/layer.3/intermediate/intermediate_act_fn/Mul_1_90,NA,NA,NA,NA,NA
L80,%319,MatMul,1,197,3072,NA,3072,768,NA,NA,NA,NA,NA,NA,8,1,197,768,NA,/vit/encoder/layer.3/output/dense/MatMul,NA,NA,NA,NA,NA
L81,%320,Add,1,197,768,NA,1,197,768,NA,NA,NA,NA,NA,8,1,197,768,NA,/vit/encoder/layer.3/output/Add-Initializer_vit.encoder.layer.3.output.dense.bias-/vit/encoder/layer.3/output/dense/Add_84,NA,NA,NA,NA,NA
L82,%321,Add,1,197,768,NA,768,NA,NA,NA,NA,NA,NA,NA,8,1,197,768,NA,/vit/encoder/layer.3/output/Add-Initializer_vit.encoder.layer.3.output.dense.bias-/vit/encoder/layer.3/output/dense/Add_66,NA,NA,NA,NA,NA
L83,%Y_21,LayerNormalization,1,197,768,NA,768,NA,NA,NA,768,NA,NA,NA,8,1,197,768,NA,/vit/encoder/layer.4/layernorm_before/Add_1_130,NA,NA,NA,NA,NA
L84,%322,MatMul,1,197,768,NA,768,768,NA,NA,NA,NA,NA,NA,8,1,197,768,NA,/vit/encoder/layer.4/attention/attention/query/MatMul,NA,NA,NA,NA,NA
L85,%323,MatMul,1,197,768,NA,768,768,NA,NA,NA,NA,NA,NA,8,1,197,768,NA,/vit/encoder/layer.4/attention/attention/key/MatMul,NA,NA,NA,NA,NA
L86,%324,MatMul,1,197,768,NA,768,768,NA,NA,NA,NA,NA,NA,8,1,197,768,NA,/vit/encoder/layer.4/attention/attention/value/MatMul,NA,NA,NA,NA,NA
L87,%325,Add,1,197,768,NA,768,NA,NA,NA,NA,NA,NA,NA,8,1,197,768,NA,/vit/encoder/layer.4/attention/attention/query/Add_41,NA,NA,NA,NA,NA
L88,%326,Add,1,197,768,NA,768,NA,NA,NA,NA,NA,NA,NA,8,1,197,768,NA,/vit/encoder/layer.4/attention/attention/key/Add_95,NA,NA,NA,NA,NA
L89,%327,Add,1,197,768,NA,768,NA,NA,NA,NA,NA,NA,NA,8,1,197,768,NA,/vit/encoder/layer.4/attention/attention/value/Add_73,NA,NA,NA,NA,NA
L90,%336,MatMul,1,12,197,64,1,12,64,197,NA,NA,NA,NA,8,1,12,197,197,/vit/encoder/layer.4/attention/attention/MatMul,NA,NA,NA,NA,NA
L91,%337,Softmax,1,12,197,197,NA,NA,NA,NA,NA,NA,NA,NA,8,1,12,197,197,/vit/encoder/layer.4/attention/attention/Softmax,NA,NA,NA,NA,NA
L92,%338,MatMul,1,12,197,197,1,12,197,64,NA,NA,NA,NA,8,1,12,197,64,/vit/encoder/layer.4/attention/attention/MatMul_1,NA,NA,NA,NA,NA
L93,%341,MatMul,1,197,768,NA,768,768,NA,NA,NA,NA,NA,NA,8,1,197,768,NA,/vit/encoder/layer.4/attention/output/dense/MatMul,NA,NA,NA,NA,NA
L94,%342,Add,1,197,768,NA,1,197,768,NA,NA,NA,NA,NA,8,1,197,768,NA,/vit/encoder/layer.4/Add-Initializer_vit.encoder.layer.4.attention.output.dense.bias-/vit/encoder/layer.4/attention/output/dense/Add_128,NA,NA,NA,NA,NA
L95,%343,Add,1,197,768,NA,768,NA,NA,NA,NA,NA,NA,NA,8,1,197,768,NA,/vit/encoder/layer.4/Add-Initializer_vit.encoder.layer.4.attention.output.dense.bias-/vit/encoder/layer.4/attention/output/dense/Add_75,NA,NA,NA,NA,NA
L96,%Y_24,LayerNormalization,1,197,768,NA,768,NA,NA,NA,768,NA,NA,NA,8,1,197,768,NA,/vit/encoder/layer.4/layernorm_after/Add_1_121,NA,NA,NA,NA,NA
L97,%344,MatMul,1,197,768,NA,768,3072,NA,NA,NA,NA,NA,NA,8,1,197,3072,NA,/vit/encoder/layer.4/intermediate/dense/MatMul,NA,NA,NA,NA,NA
L98,%345,Add,1,197,3072,NA,3072,NA,NA,NA,NA,NA,NA,NA,8,1,197,3072,NA,/vit/encoder/layer.4/intermediate/dense/Add_53,NA,NA,NA,NA,NA
L99,%346,Gelu,1,197,3072,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,197,3072,NA,/vit/encoder/layer.4/intermediate/intermediate_act_fn/Mul_1_88,NA,NA,NA,NA,NA
L100,%347,MatMul,1,197,3072,NA,3072,768,NA,NA,NA,NA,NA,NA,8,1,197,768,NA,/vit/encoder/layer.4/output/dense/MatMul,NA,NA,NA,NA,NA
L101,%348,Add,1,197,768,NA,1,197,768,NA,NA,NA,NA,NA,8,1,197,768,NA,/vit/encoder/layer.4/output/Add-Initializer_vit.encoder.layer.4.output.dense.bias-/vit/encoder/layer.4/output/dense/Add_99,NA,NA,NA,NA,NA
L102,%349,Add,1,197,768,NA,768,NA,NA,NA,NA,NA,NA,NA,8,1,197,768,NA,/vit/encoder/layer.4/output/Add-Initializer_vit.encoder.layer.4.output.dense.bias-/vit/encoder/layer.4/output/dense/Add_93,NA,NA,NA,NA,NA
L103,%Y_27,LayerNormalization,1,197,768,NA,768,NA,NA,NA,768,NA,NA,NA,8,1,197,768,NA,/vit/encoder/layer.5/layernorm_before/Add_1_112,NA,NA,NA,NA,NA
L104,%350,MatMul,1,197,768,NA,768,768,NA,NA,NA,NA,NA,NA,8,1,197,768,NA,/vit/encoder/layer.5/attention/attention/query/MatMul,NA,NA,NA,NA,NA
L105,%351,MatMul,1,197,768,NA,768,768,NA,NA,NA,NA,NA,NA,8,1,197,768,NA,/vit/encoder/layer.5/attention/attention/key/MatMul,NA,NA,NA,NA,NA
L106,%352,MatMul,1,197,768,NA,768,768,NA,NA,NA,NA,NA,NA,8,1,197,768,NA,/vit/encoder/layer.5/attention/attention/value/MatMul,NA,NA,NA,NA,NA
L107,%353,Add,1,197,768,NA,768,NA,NA,NA,NA,NA,NA,NA,8,1,197,768,NA,/vit/encoder/layer.5/attention/attention/query/Add_10,NA,NA,NA,NA,NA
L108,%354,Add,1,197,768,NA,768,NA,NA,NA,NA,NA,NA,NA,8,1,197,768,NA,/vit/encoder/layer.5/attention/attention/key/Add_115,NA,NA,NA,NA,NA
L109,%355,Add,1,197,768,NA,768,NA,NA,NA,NA,NA,NA,NA,8,1,197,768,NA,/vit/encoder/layer.5/attention/attention/value/Add_101,NA,NA,NA,NA,NA
L110,%364,MatMul,1,12,197,64,1,12,64,197,NA,NA,NA,NA,8,1,12,197,197,/vit/encoder/layer.5/attention/attention/MatMul,NA,NA,NA,NA,NA
L111,%365,Softmax,1,12,197,197,NA,NA,NA,NA,NA,NA,NA,NA,8,1,12,197,197,/vit/encoder/layer.5/attention/attention/Softmax,NA,NA,NA,NA,NA
L112,%366,MatMul,1,12,197,197,1,12,197,64,NA,NA,NA,NA,8,1,12,197,64,/vit/encoder/layer.5/attention/attention/MatMul_1,NA,NA,NA,NA,NA
L113,%369,MatMul,1,197,768,NA,768,768,NA,NA,NA,NA,NA,NA,8,1,197,768,NA,/vit/encoder/layer.5/attention/output/dense/MatMul,NA,NA,NA,NA,NA
L114,%370,Add,1,197,768,NA,1,197,768,NA,NA,NA,NA,NA,8,1,197,768,NA,/vit/encoder/layer.5/Add-Initializer_vit.encoder.layer.5.attention.output.dense.bias-/vit/encoder/layer.5/attention/output/dense/Add_16,NA,NA,NA,NA,NA
L115,%371,Add,1,197,768,NA,768,NA,NA,NA,NA,NA,NA,NA,8,1,197,768,NA,/vit/encoder/layer.5/Add-Initializer_vit.encoder.layer.5.attention.output.dense.bias-/vit/encoder/layer.5/attention/output/dense/Add_108,NA,NA,NA,NA,NA
L116,%Y_30,LayerNormalization,1,197,768,NA,768,NA,NA,NA,768,NA,NA,NA,8,1,197,768,NA,/vit/encoder/layer.5/layernorm_after/Add_1_9,NA,NA,NA,NA,NA
L117,%372,MatMul,1,197,768,NA,768,3072,NA,NA,NA,NA,NA,NA,8,1,197,3072,NA,/vit/encoder/layer.5/intermediate/dense/MatMul,NA,NA,NA,NA,NA
