0,1.0,4.7782000000000004e-05,0.0014385685812509906,30106.914
1,1.0,3.3930000000000004e-06,4.7443347864648314e-05,13982.714
2,1.0,3.176e-06,0.00022056074778468426,69446.079
3,1.0,3.3930000000000004e-06,4.7443347864648314e-05,13982.714
4,2.0,3.1770000000000002e-06,0.0003970065351054499,62481.356
5,1.0,3.394e-06,9.4882675534345e-05,27956.003
6,3.0,3.1770000000000002e-06,0.0006175637692566588,64795.275
7,1.0,3.394e-06,9.4882675534345e-05,27956.003
8,3.0,3.1780000000000003e-06,0.000794009556577827,83281.892
9,1.0,3.395e-06,0.00014232200320405365,41921.061
10,4.0,3.1780000000000003e-06,0.00101456679072954,79811.736
11,1.0,3.395e-06,0.00014232200320405365,41921.061
12,5.0,3.1780000000000003e-06,0.0011910125780511102,74953.592
13,1.0,3.395e-06,0.0007590745585965887,223586.026
14,1.0,1.043e-06,4.744538425402442e-05,45489.343
15,1.0,9.35e-07,3.0682992134893137e-05,32816.034
16,1.0,1.041e-06,1.1861615808454406e-05,11394.444
17,2.0,9.36e-07,7.159326889859284e-05,38244.268
18,1.0,1.041e-06,1.1861615808454406e-05,11394.444
19,2.0,9.370000000000001e-07,0.00012273111485327584,65491.523
20,1.0,1.0420000000000001e-06,2.3722871956974737e-05,22766.672
21,3.0,9.370000000000001e-07,0.0001636413916170689,58214.654
22,1.0,1.0420000000000001e-06,2.3722871956974737e-05,22766.672
23,4.0,9.380000000000001e-07,0.00021477923757186866,57243.933
24,1.0,1.043e-06,3.558412810549807e-05,34117.093
25,5.0,9.380000000000001e-07,0.000255689514335755,54518.020
26,1.0,1.043e-06,3.558412810549807e-05,34117.093
27,5.0,9.380000000000001e-07,0.0003068273602906715,65421.612
28,1.0,1.043e-06,4.744538425402442e-05,45489.343
29,6.0,9.39e-07,0.00034773763705465125,61721.270
30,1.0,1.043e-06,4.744538425402442e-05,45489.343
31,7.0,9.39e-07,0.00039887548300966534,60683.932
32,1.0,1.044e-06,5.930664040255379e-05,56807.127
33,8.0,9.39e-07,0.0004397857597737366,58544.430
34,1.0,1.044e-06,5.930664040255379e-05,56807.127
35,8.0,9.39e-07,0.0004909236057288838,65351.918
36,1.0,1.044e-06,7.116789655108613e-05,68168.483
37,9.0,9.39e-07,0.0005318338824930486,62931.473
38,1.0,1.044e-06,0.00042701030748226385,409013.704
39,1.0,4.56e-07,1.7800479187569855e-05,39036.139
40,1.0,4.0300000000000005e-07,6.540478558805001e-06,16229.475
41,1.0,4.5300000000000005e-07,2.966787846413122e-06,6549.201
42,2.0,4.04e-07,1.526107156523507e-05,18887.465
43,1.0,4.5300000000000005e-07,2.966787846413122e-06,6549.201
44,2.0,4.0500000000000004e-07,2.6161812823285085e-05,32298.534
45,1.0,4.54e-07,5.9335261146429654e-06,13069.441
46,3.0,4.0500000000000004e-07,3.488240582973506e-05,28709.799
47,1.0,4.54e-07,5.9335261146429654e-06,13069.441
48,4.0,4.06e-07,4.578314708780994e-05,28191.593
49,1.0,4.5500000000000004e-07,8.900264382873558e-06,19561.021
50,5.0,4.06e-07,5.4503740094279775e-05,26849.133
51,1.0,4.5500000000000004e-07,8.900264382873558e-06,19561.021
52,5.0,4.06e-07,6.54044813523795e-05,32218.956
53,1.0,4.5500000000000004e-07,1.1867002651104908e-05,26081.325
54,6.0,4.0700000000000003e-07,7.412507435886924e-05,30354.248
55,1.0,4.5500000000000004e-07,1.1867002651104908e-05,26081.325
56,7.0,4.0700000000000003e-07,8.502581561699298e-05,29844.091
57,1.0,4.56e-07,1.4833740919337009e-05,32530.134
58,8.0,4.0700000000000003e-07,9.374640862350254e-05,28791.895
59,1.0,4.56e-07,1.4833740919337009e-05,32530.134
60,8.0,4.0700000000000003e-07,0.00010464714988165184,32139.788
61,1.0,4.56e-07,1.7800479187569855e-05,39036.139
62,9.0,4.0700000000000003e-07,0.00011336774288818128,30949.425
63,1.0,4.56e-07,1.7800479187569855e-05,39036.139
64,10.0,4.0700000000000003e-07,0.00012426848414635544,30532.797
65,2.0,4.56e-07,2.0767217455803462e-05,22771.072
66,11.0,4.0700000000000003e-07,0.00013298907715290475,29704.954
67,2.0,4.56e-07,2.0767217455803462e-05,22771.072
68,11.0,4.08e-07,0.0001438898184111038,32061.011
69,2.0,4.56e-07,2.373395572403782e-05,26024.074
70,12.0,4.08e-07,0.00015261041141767295,31170.427
71,2.0,4.56e-07,2.373395572403782e-05,26024.074
72,13.0,4.08e-07,0.00016351115267589634,30827.895
73,2.0,4.5700000000000003e-07,2.670069399227292e-05,29213.013
74,14.0,4.08e-07,0.00017223174568248533,30152.617
75,2.0,4.5700000000000003e-07,2.670069399227292e-05,29213.013
76,14.0,4.08e-07,0.00018313248694073407,32061.010
77,2.0,4.5700000000000003e-07,2.9667432260508785e-05,32458.897
78,15.0,4.08e-07,0.00019185307994734293,31348.542
79,2.0,4.5700000000000003e-07,2.9667432260508785e-05,32458.897
80,16.0,4.08e-07,0.00020275382120561652,31059.103
81,2.0,4.5700000000000003e-07,3.2634170528745394e-05,35704.782
82,17.0,4.08e-07,0.00021147441421224525,30489.391
83,2.0,4.5700000000000003e-07,3.2634170528745394e-05,35704.782
84,17.0,4.08e-07,0.00022237515547054366,32061.009
85,2.0,4.5700000000000003e-07,3.560090879698275e-05,38950.666
86,18.0,4.08e-07,0.00023109574847719232,31467.286
87,4.0,4.5700000000000003e-07,0.0004272109844438536,233704.040
88,2.0,3.1e-07,8.917315451395492e-06,14382.767
89,1.0,3.06e-07,7.431186716532504e-07,2428.492
90,1.0,2.85e-07,1.900341087614361e-06,6667.863
91,1.0,3.06e-07,7.431186716532504e-07,2428.492
92,2.0,2.86e-07,3.420610095709212e-06,5980.088
93,1.0,3.0700000000000004e-07,1.4862274698106964e-06,4841.132
94,3.0,2.86e-07,5.320946355829936e-06,6201.569
95,1.0,3.0700000000000004e-07,1.4862274698106964e-06,4841.132
96,3.0,2.87e-07,6.841215363928239e-06,7945.662
97,1.0,3.08e-07,2.2293362679683297e-06,7238.105
98,4.0,2.87e-07,8.741551624053281e-06,7614.592
99,1.0,3.08e-07,2.2293362679683297e-06,7238.105
100,5.0,2.87e-07,1.0261820632155036e-05,7151.095
101,1.0,3.08e-07,2.9724450661261523e-06,9650.796
102,6.0,2.87e-07,1.216215689228439e-05,7062.809
103,1.0,3.08e-07,2.9724450661261523e-06,9650.796
104,6.0,2.8800000000000004e-07,1.3682425900389599e-05,7918.071
105,1.0,3.0900000000000003e-07,3.715553864284162e-06,12024.446
106,7.0,2.8800000000000004e-07,1.5582762160523245e-05,7729.545
107,1.0,3.0900000000000003e-07,3.715553864284162e-06,12024.446
108,8.0,2.8800000000000004e-07,1.7103031168631903e-05,7423.191
109,1.0,3.0900000000000003e-07,4.458662662442359e-06,14429.329
110,9.0,2.8800000000000004e-07,1.9003367428769885e-05,7331.546
111,1.0,3.0900000000000003e-07,4.458662662442359e-06,14429.329
112,9.0,2.8800000000000004e-07,2.0523636436881996e-05,7918.070
113,2.0,3.0900000000000003e-07,5.2017714606007455e-06,8417.106
114,10.0,2.8800000000000004e-07,2.2423972697024294e-05,7786.102
115,2.0,3.0900000000000003e-07,5.2017714606007455e-06,8417.106
116,11.0,2.8800000000000004e-07,2.3944241705139857e-05,7558.157
117,2.0,3.0900000000000003e-07,5.94488025875932e-06,9619.547
118,12.0,2.89e-07,2.584457796528647e-05,7452.300
119,2.0,3.0900000000000003e-07,5.94488025875932e-06,9619.547
120,4.0,2.61e-07,1.0896453562519967e-06,1043.722
