+-------------+-------------+-------------+-------------+--------------+----------+-----------+----------+--------------+----------------------+-----------------------+------------------------+------------+-----------------+-------------+----------------------+------------------------+------------------------+------------------------+-----------------------+------------------------+------------------------+------------------------+
|   Chiplet   | Chiplet ID  |   Tile ID   |   HW Type   | NoC Position | AI Layer |  Comment  | Stack ID | NoP Position |      Tile_Area       |      Tile_Power       |      Tile_Energy       | DDR_Energy |  Tile_Latency   | DDR_Latency |     router Area      |     router Energy      |     router Latency     |      router Power      |     3D link Area      |    3D link Latency     |     3D link Energy     |     3D link Power      |
|   C12_T1    |     C12     |     T1      |   L4 CPU    |     0,0      |    L4    |    Add    |    S6    |    2,1,0     |     0.0953578735     |      0.00503047       | 7.818075523256594e-06  |    0.0     | 0.0015541441502 |     0.0     | 0.010793574400000002 |  3.7467542405644e-09   |      1.51396e-05       | 0.0002474803984626014  | 0.0007142857142857143 |      2.425736e-06      | 9.235230244680077e-10  | 0.0003807186868101095  |
|   C13_T1    |     C13     |     T1      | L4 Out Mem  |     0,0      |    L4    |  Output   |    S6    |    2,1,1     | 0.054548900479999995 |      0.001443226      |    1.092522082e-08     |    0.0     |    7.57e-06     |     0.0     | 0.010793574400000002 | 3.747594740365788e-09  |      1.51496e-05       | 0.0002473725207507649  | 0.0007142857142857143 |      2.425736e-06      | 9.235230244680077e-10  | 0.0003807186868101095  |
|   C14_T1    |     C14     |     T1      |   L5 CPU    |     0,0      |    L5    |    Add    |    S7    |    1,1,0     |     0.0953578735     |      0.00503047       | 7.818075523256594e-06  |    0.0     | 0.0015541441502 |     0.0     | 0.010793574400000002 | 3.747594740365788e-09  |      1.51496e-05       | 0.0002473725207507649  | 0.0007142857142857143 |      2.425736e-06      | 9.235230244680077e-10  | 0.0003807186868101095  |
|   C15_T1    |     C15     |     T1      | L5 Out Mem  |     0,0      |    L5    |  Output   |    S7    |    1,1,1     | 0.054548900479999995 |      0.001443226      |    1.092522082e-08     |    0.0     |    7.57e-06     |     0.0     | 0.010793574400000002 |  3.7467542405644e-09   |      1.51396e-05       | 0.0002474803984626014  | 0.0007142857142857143 |      2.425736e-06      | 9.235230244680077e-10  | 0.0003807186868101095  |
|   C16_T1    |     C16     |     T1      |   L6 CPU    |     0,0      |    L6    |    Add    |    S8    |    0,1,0     |     0.0953578735     |      0.00503047       | 7.818075523256594e-06  |    0.0     | 0.0015541441502 |     0.0     | 0.010793574400000002 | 3.747594740365788e-09  |      1.51496e-05       | 0.0002473725207507649  | 0.0007142857142857143 |      2.425736e-06      | 9.235230244680077e-10  | 0.0003807186868101095  |
|   C17_T1    |     C17     |     T1      | L6 Out Mem  |     0,0      |    L6    |  Output   |    S8    |    0,1,1     | 0.054548900479999995 |      0.001443226      |    1.092522082e-08     |    0.0     |    7.57e-06     |     0.0     | 0.010793574400000002 | 3.748435240167177e-09  |      1.51596e-05       | 0.00024726478536156476 | 0.0007142857142857143 |      2.425736e-06      | 9.235230244680077e-10  | 0.0003807186868101095  |
|   C18_T1    |     C18     |     T1      |   L7 CPU    |     0,0      |    L7    | ScalarMul |    S9    |    0,2,0     |     0.0953578735     |      0.00503047       | 7.306479993056001e-06  |    0.0     |  0.0014524448   |     0.0     | 0.010793574400000002 | 3.747594740365788e-09  |      1.51496e-05       | 0.0002473725207507649  | 0.0007142857142857143 |      2.425736e-06      | 9.235230244680077e-10  | 0.0003807186868101095  |
|   C19_T1    |     C19     |     T1      | L7 Out Mem  |     0,0      |    L7    |  Output   |    S9    |    0,2,1     | 0.054548900479999995 |      0.001443226      |    1.092522082e-08     |    0.0     |    7.57e-06     |     0.0     | 0.010793574400000002 | 3.747174490465094e-09  |      1.51446e-05       | 0.00024742644179873315 | 0.0007142857142857143 |      2.425736e-06      | 9.235230244680077e-10  | 0.0003807186868101095  |
|   C20_T1    |     C20     |     T1      |   L8 CPU    |     0,0      |    L8    | ScalarMul |   S10    |    1,2,0     |     0.0953578735     |      0.00503047       | 7.306479993056001e-06  |    0.0     |  0.0014524448   |     0.0     | 0.010793574400000002 |  3.7467542405644e-09   |      1.51396e-05       | 0.0002474803984626014  | 0.0007142857142857143 |      2.425736e-06      | 9.235230244680077e-10  | 0.0003807186868101095  |
|   C21_T1    |     C21     |     T1      | L8 Out Mem  |     0,0      |    L8    |  Output   |   S10    |    1,2,1     | 0.054548900479999995 |      0.001443226      |    1.092522082e-08     |    0.0     |    7.57e-06     |     0.0     | 0.010793574400000002 |  3.7467542405644e-09   |      1.51396e-05       | 0.0002474803984626014  | 0.0007142857142857143 |      2.425736e-06      | 9.235230244680077e-10  | 0.0003807186868101095  |
|   C22_T1    |     C22     |     T1      |    L9 SA    |     0,0      |    L9    |  Matmul   |   S11    |    2,2,0     | 0.38641168911999996  | 0.017800392642397845  |  4.33190355345394e-06  |    0.0     |   0.00024336    |     0.0     | 0.010793574400000002 | 7.493928731029493e-09  |      3.02842e-05       | 0.00024745341567647465 | 0.0007142857142857143 |      7.456328e-06      | 2.840658971101557e-09  | 0.00038097290933306006 |
|   C23_T1    |     C23     |     T1      | L9 Out Mem  |     0,0      |    L9    |  Output   |   S11    |    2,2,1     | 0.10909780095999999  |      0.001443226      |    3.361273354e-08     |    0.0     |    2.329e-05    |     0.0     | 0.010793574400000002 | 1.1531231233087532e-08 |      4.65808e-05       | 0.00024755331022841026 | 0.0007142857142857143 |      7.456328e-06      | 2.840658971101557e-09  | 0.00038097290933306006 |
|   C24_T1    |     C24     |     T1      |   L10 CPU   |     0,0      |   L10    |  Softmax  |   S12    |    3,2,0     |     0.0953578735     |      0.00503047       | 0.0001211946032748972  |    0.0     | 0.024092103377  |     0.0     | 0.010793574400000002 | 1.1531231233087532e-08 |      4.65808e-05       | 0.00024755331022841026 | 0.0007142857142857143 |      7.456328e-06      | 2.840658971101557e-09  | 0.00038097290933306006 |
|   C25_T1    |     C25     |     T1      | L10 Out Mem |     0,0      |   L10    |  Output   |   S12    |    3,2,1     | 0.10909780095999999  |      0.001443226      |    3.361273354e-08     |    0.0     |    2.329e-05    |     0.0     | 0.010793574400000002 | 1.1531231233087532e-08 |      4.65808e-05       | 0.00024755331022841026 | 0.0007142857142857143 |      7.456328e-06      | 2.840658971101557e-09  | 0.00038097290933306006 |
|   C26_T1    |     C26     |     T1      |   L11 SA    |     0,0      |   L11    |  Matmul   |   S13    |    3,3,0     | 0.38641168911999996  |  0.01780039264239785  | 4.6928955162417684e-06 |    0.0     |   0.00026364    |     0.0     | 0.010793574400000002 | 1.527966647325471e-08  |      6.17404e-05       | 0.0002474824664766459  | 0.0007142857142857143 |      2.425736e-06      | 9.235230244680077e-10  | 0.0003807186868101095  |
|   C27_T1    |     C27     |     T1      | L11 Out Mem |     0,0      |   L11    |  Output   |   S13    |    3,3,1     | 0.054548900479999995 |      0.001443226      |    1.092522082e-08     |    0.0     |    7.57e-06     |     0.0     | 0.010793574400000002 |  3.7467542405644e-09   |      1.51396e-05       | 0.0002474803984626014  | 0.0007142857142857143 |      2.425736e-06      | 9.235230244680077e-10  | 0.0003807186868101095  |
|   C28_T1    |     C28     |     T1      | L12 Wg Mem  |     0,0      |   L12    |  Weight   |   S14    |    2,3,2     | 0.10909780095999999  | 0.0014432260000000001 |    4.2569394096e-08    |    0.0     |   2.9496e-05    |     0.0     | 0.010793574400000002 |          0.0           |          0.0           |          0.0           | 0.0007142857142857143 |      9.447184e-06      | 3.5984511868552027e-09 | 0.00038090199014385694 |
|   C29_T1    |     C29     |     T1      |   L12 SA    |     0,0      |   L12    |  Matmul   |   S14    |    2,3,0     | 0.38641168911999996  |  0.01780039264239785  | 1.6605630288240106e-05 |    0.0     |   0.00093288    |     0.0     | 0.010793574400000002 |  3.7467542405644e-09   |      1.51396e-05       | 0.0002474803984626014  | 0.0007142857142857143 | 1.1872919999999999e-05 |  4.52197421132321e-09  | 0.0003808645397529176  |
|   C30_T1    |     C30     |     T1      | L12 Out Mem |     0,0      |   L12    |  Output   |   S14    |    2,3,1     | 0.054548900479999995 |      0.001443226      |    1.092522082e-08     | 3.3096e-07 |    7.57e-06     | 2.4065e-05  | 0.010793574400000002 | 7.494348980930188e-09  |      3.02892e-05       | 0.00024742644179873315 | 0.0007142857142857143 | 1.1872919999999999e-05 |  4.52197421132321e-09  | 0.0003808645397529176  |
| C1_x-1_y-1  | C1_x-1_y-1  | C1_x-1_y-1  |    Empty    |    -1,-1     |  Empty   |   Empty   |    S1    |    0,0,0     |         0.0          |          0.0          |          0.0           |    0.0     |       0.0       |     0.0     | 0.011443404800000003 |          0.0           |          0.0           |          0.0           |          0.0          |          0.0           |          0.0           |          0.0           |
|  C1_x-1_y0  |  C1_x-1_y0  |  C1_x-1_y0  |    Empty    |     -1,0     |  Empty   |   Empty   |    S1    |    0,0,0     |         0.0          |          0.0          |          0.0           |    0.0     |       0.0       |     0.0     | 0.011443404800000003 |          0.0           |          0.0           |          0.0           |          0.0          |          0.0           |          0.0           |          0.0           |
|  C1_x-1_y1  |  C1_x-1_y1  |  C1_x-1_y1  |    Empty    |     -1,1     |  Empty   |   Empty   |    S1    |    0,0,0     |         0.0          |          0.0          |          0.0           |    0.0     |       0.0       |     0.0     | 0.011443404800000003 |          0.0           |          0.0           |          0.0           |          0.0          |          0.0           |          0.0           |          0.0           |
|  C1_x0_y-1  |  C1_x0_y-1  |  C1_x0_y-1  |    Empty    |     0,-1     |  Empty   |   Empty   |    S1    |    0,0,0     |         0.0          |          0.0          |          0.0           |    0.0     |       0.0       |     0.0     | 0.011443404800000003 |          0.0           |          0.0           |          0.0           |          0.0          |          0.0           |          0.0           |          0.0           |
|  C1_x0_y1   |  C1_x0_y1   |  C1_x0_y1   |    Empty    |     0,1      |  Empty   |   Empty   |    S1    |    0,0,0     |         0.0          |          0.0          |          0.0           |    0.0     |       0.0       |     0.0     | 0.011443404800000003 | 7.494348980930188e-09  |      3.02892e-05       | 0.00024742644179873315 |          0.0          |          0.0           |          0.0           |          0.0           |
|  C1_x1_y-1  |  C1_x1_y-1  |  C1_x1_y-1  |    Empty    |     1,-1     |  Empty   |   Empty   |    S1    |    0,0,0     |         0.0          |          0.0          |          0.0           |    0.0     |       0.0       |     0.0     | 0.011443404800000003 |          0.0           |          0.0           |          0.0           |          0.0          |          0.0           |          0.0           |          0.0           |
|  C1_x1_y0   |  C1_x1_y0   |  C1_x1_y0   |    Empty    |     1,0      |  Empty   |   Empty   |    S1    |    0,0,0     |         0.0          |          0.0          |          0.0           |    0.0     |       0.0       |     0.0     | 0.011443404800000003 | 1.498449546285343e-08  |      6.05284e-05       | 0.0002475614003154458  |          0.0          |          0.0           |          0.0           |          0.0           |
|  C1_x1_y1   |  C1_x1_y1   |  C1_x1_y1   |    Empty    |     1,1      |  Empty   |   Empty   |    S1    |    0,0,0     |         0.0          |          0.0          |          0.0           |    0.0     |       0.0       |     0.0     | 0.011443404800000003 |          0.0           |          0.0           |          0.0           |          0.0          |          0.0           |          0.0           |          0.0           |
| C2_x-1_y-1  | C2_x-1_y-1  | C2_x-1_y-1  |    Empty    |    -1,-1     |  Empty   |   Empty   |    S2    |    1,0,0     |         0.0          |          0.0          |          0.0           |    0.0     |       0.0       |     0.0     | 0.011443404800000003 |          0.0           |          0.0           |          0.0           |          0.0          |          0.0           |          0.0           |          0.0           |
|  C2_x-1_y0  |  C2_x-1_y0  |  C2_x-1_y0  |    Empty    |     -1,0     |  Empty   |   Empty   |    S2    |    1,0,0     |         0.0          |          0.0          |          0.0           |    0.0     |       0.0       |     0.0     | 0.011443404800000003 | 1.498449546285343e-08  |      6.05284e-05       | 0.0002475614003154458  |          0.0          |          0.0           |          0.0           |          0.0           |
|  C2_x-1_y1  |  C2_x-1_y1  |  C2_x-1_y1  |    Empty    |     -1,1     |  Empty   |   Empty   |    S2    |    1,0,0     |         0.0          |          0.0          |          0.0           |    0.0     |       0.0       |     0.0     | 0.011443404800000003 |          0.0           |          0.0           |          0.0           |          0.0          |          0.0           |          0.0           |          0.0           |
|  C2_x0_y-1  |  C2_x0_y-1  |  C2_x0_y-1  |    Empty    |     0,-1     |  Empty   |   Empty   |    S2    |    1,0,0     |         0.0          |          0.0          |          0.0           |    0.0     |       0.0       |     0.0     | 0.011443404800000003 |          0.0           |          0.0           |          0.0           |          0.0          |          0.0           |          0.0           |          0.0           |
|  C2_x0_y1   |  C2_x0_y1   |  C2_x0_y1   |    Empty    |     0,1      |  Empty   |   Empty   |    S2    |    1,0,0     |         0.0          |          0.0          |          0.0           |    0.0     |       0.0       |     0.0     | 0.011443404800000003 | 3.747594740365788e-09  |      1.51496e-05       | 0.0002473725207507649  |          0.0          |          0.0           |          0.0           |          0.0           |
|  C2_x1_y-1  |  C2_x1_y-1  |  C2_x1_y-1  |    Empty    |     1,-1     |  Empty   |   Empty   |    S2    |    1,0,0     |         0.0          |          0.0          |          0.0           |    0.0     |       0.0       |     0.0     | 0.011443404800000003 |          0.0           |          0.0           |          0.0           |          0.0          |          0.0           |          0.0           |          0.0           |
|  C2_x1_y0   |  C2_x1_y0   |  C2_x1_y0   |    Empty    |     1,0      |  Empty   |   Empty   |    S2    |    1,0,0     |         0.0          |          0.0          |          0.0           |    0.0     |       0.0       |     0.0     | 0.011443404800000003 | 7.493928731029493e-09  |      3.02842e-05       | 0.00024745341567647465 |          0.0          |          0.0           |          0.0           |          0.0           |
|  C2_x1_y1   |  C2_x1_y1   |  C2_x1_y1   |    Empty    |     1,1      |  Empty   |   Empty   |    S2    |    1,0,0     |         0.0          |          0.0          |          0.0           |    0.0     |       0.0       |     0.0     | 0.011443404800000003 |          0.0           |          0.0           |          0.0           |          0.0          |          0.0           |          0.0           |          0.0           |
| C3_x-1_y-1  | C3_x-1_y-1  | C3_x-1_y-1  |    Empty    |    -1,-1     |  Empty   |   Empty   |    S3    |    2,0,2     |         0.0          |          0.0          |          0.0           |    0.0     |       0.0       |     0.0     | 0.010793574400000002 |          0.0           |          0.0           |          0.0           | 0.0007142857142857143 |          0.0           |          0.0           |          0.0           |
|  C3_x-1_y0  |  C3_x-1_y0  |  C3_x-1_y0  |    Empty    |     -1,0     |  Empty   |   Empty   |    S3    |    2,0,2     |         0.0          |          0.0          |          0.0           |    0.0     |       0.0       |     0.0     | 0.010793574400000002 |          0.0           |          0.0           |          0.0           | 0.0007142857142857143 |          0.0           |          0.0           |          0.0           |
|  C3_x-1_y1  |  C3_x-1_y1  |  C3_x-1_y1  |    Empty    |     -1,1     |  Empty   |   Empty   |    S3    |    2,0,2     |         0.0          |          0.0          |          0.0           |    0.0     |       0.0       |     0.0     | 0.010793574400000002 |          0.0           |          0.0           |          0.0           | 0.0007142857142857143 |          0.0           |          0.0           |          0.0           |
|  C3_x0_y-1  |  C3_x0_y-1  |  C3_x0_y-1  |    Empty    |     0,-1     |  Empty   |   Empty   |    S3    |    2,0,2     |         0.0          |          0.0          |          0.0           |    0.0     |       0.0       |     0.0     | 0.010793574400000002 |          0.0           |          0.0           |          0.0           | 0.0007142857142857143 |          0.0           |          0.0           |          0.0           |
|  C3_x0_y1   |  C3_x0_y1   |  C3_x0_y1   |    Empty    |     0,1      |  Empty   |   Empty   |    S3    |    2,0,2     |         0.0          |          0.0          |          0.0           |    0.0     |       0.0       |     0.0     | 0.010793574400000002 |          0.0           |          0.0           |          0.0           | 0.0007142857142857143 |          0.0           |          0.0           |          0.0           |
|  C3_x1_y-1  |  C3_x1_y-1  |  C3_x1_y-1  |    Empty    |     1,-1     |  Empty   |   Empty   |    S3    |    2,0,2     |         0.0          |          0.0          |          0.0           |    0.0     |       0.0       |     0.0     | 0.010793574400000002 |          0.0           |          0.0           |          0.0           | 0.0007142857142857143 |          0.0           |          0.0           |          0.0           |
|  C3_x1_y0   |  C3_x1_y0   |  C3_x1_y0   |    Empty    |     1,0      |  Empty   |   Empty   |    S3    |    2,0,2     |         0.0          |          0.0          |          0.0           |    0.0     |       0.0       |     0.0     | 0.010793574400000002 |          0.0           |          0.0           |          0.0           | 0.0007142857142857143 |          0.0           |          0.0           |          0.0           |
|  C3_x1_y1   |  C3_x1_y1   |  C3_x1_y1   |    Empty    |     1,1      |  Empty   |   Empty   |    S3    |    2,0,2     |         0.0          |          0.0          |          0.0           |    0.0     |       0.0       |     0.0     | 0.010793574400000002 |          0.0           |          0.0           |          0.0           | 0.0007142857142857143 |          0.0           |          0.0           |          0.0           |
| C4_x-1_y-1  | C4_x-1_y-1  | C4_x-1_y-1  |    Empty    |    -1,-1     |  Empty   |   Empty   |    S3    |    2,0,0     |         0.0          |          0.0          |          0.0           |    0.0     |       0.0       |     0.0     | 0.010793574400000002 |          0.0           |          0.0           |          0.0           | 0.0007142857142857143 |          0.0           |          0.0           |          0.0           |
|  C4_x-1_y0  |  C4_x-1_y0  |  C4_x-1_y0  |    Empty    |     -1,0     |  Empty   |   Empty   |    S3    |    2,0,0     |         0.0          |          0.0          |          0.0           |    0.0     |       0.0       |     0.0     | 0.010793574400000002 |  3.7467542405644e-09   |      1.51396e-05       | 0.0002474803984626014  | 0.0007142857142857143 |          0.0           |          0.0           |          0.0           |
|  C4_x-1_y1  |  C4_x-1_y1  |  C4_x-1_y1  |    Empty    |     -1,1     |  Empty   |   Empty   |    S3    |    2,0,0     |         0.0          |          0.0          |          0.0           |    0.0     |       0.0       |     0.0     | 0.010793574400000002 |          0.0           |          0.0           |          0.0           | 0.0007142857142857143 |          0.0           |          0.0           |          0.0           |
|  C4_x0_y-1  |  C4_x0_y-1  |  C4_x0_y-1  |    Empty    |     0,-1     |  Empty   |   Empty   |    S3    |    2,0,0     |         0.0          |          0.0          |          0.0           |    0.0     |       0.0       |     0.0     | 0.010793574400000002 |          0.0           |          0.0           |          0.0           | 0.0007142857142857143 |          0.0           |          0.0           |          0.0           |
|  C4_x0_y1   |  C4_x0_y1   |  C4_x0_y1   |    Empty    |     0,1      |  Empty   |   Empty   |    S3    |    2,0,0     |         0.0          |          0.0          |          0.0           |    0.0     |       0.0       |     0.0     | 0.010793574400000002 |          0.0           |          0.0           |          0.0           | 0.0007142857142857143 |      1.51346e-05       | 4.0905591682549924e-10 | 2.702786441831956e-05  |
|  C4_x1_y-1  |  C4_x1_y-1  |  C4_x1_y-1  |    Empty    |     1,-1     |  Empty   |   Empty   |    S3    |    2,0,0     |         0.0          |          0.0          |          0.0           |    0.0     |       0.0       |     0.0     | 0.010793574400000002 |          0.0           |          0.0           |          0.0           | 0.0007142857142857143 |          0.0           |          0.0           |          0.0           |
|  C4_x1_y0   |  C4_x1_y0   |  C4_x1_y0   |    Empty    |     1,0      |  Empty   |   Empty   |    S3    |    2,0,0     |         0.0          |          0.0          |          0.0           |    0.0     |       0.0       |     0.0     | 0.010793574400000002 |          0.0           |          0.0           |          0.0           | 0.0007142857142857143 |          0.0           |          0.0           |          0.0           |
|  C4_x1_y1   |  C4_x1_y1   |  C4_x1_y1   |    Empty    |     1,1      |  Empty   |   Empty   |    S3    |    2,0,0     |         0.0          |          0.0          |          0.0           |    0.0     |       0.0       |     0.0     | 0.010793574400000002 |          0.0           |          0.0           |          0.0           | 0.0007142857142857143 |          0.0           |          0.0           |          0.0           |
| C5_x-1_y-1  | C5_x-1_y-1  | C5_x-1_y-1  |    Empty    |    -1,-1     |  Empty   |   Empty   |    S3    |    2,0,1     |         0.0          |          0.0          |          0.0           |    0.0     |       0.0       |     0.0     | 0.010793574400000002 |          0.0           |          0.0           |          0.0           | 0.0007142857142857143 |          0.0           |          0.0           |          0.0           |
|  C5_x-1_y0  |  C5_x-1_y0  |  C5_x-1_y0  |    Empty    |     -1,0     |  Empty   |   Empty   |    S3    |    2,0,1     |         0.0          |          0.0          |          0.0           |    0.0     |       0.0       |     0.0     | 0.010793574400000002 |          0.0           |          0.0           |          0.0           | 0.0007142857142857143 |          0.0           |          0.0           |          0.0           |
|  C5_x-1_y1  |  C5_x-1_y1  |  C5_x-1_y1  |    Empty    |     -1,1     |  Empty   |   Empty   |    S3    |    2,0,1     |         0.0          |          0.0          |          0.0           |    0.0     |       0.0       |     0.0     | 0.010793574400000002 |          0.0           |          0.0           |          0.0           | 0.0007142857142857143 |          0.0           |          0.0           |          0.0           |
|  C5_x0_y-1  |  C5_x0_y-1  |  C5_x0_y-1  |    Empty    |     0,-1     |  Empty   |   Empty   |    S3    |    2,0,1     |         0.0          |          0.0          |          0.0           |    0.0     |       0.0       |     0.0     | 0.010793574400000002 |          0.0           |          0.0           |          0.0           | 0.0007142857142857143 |          0.0           |          0.0           |          0.0           |
|  C5_x0_y1   |  C5_x0_y1   |  C5_x0_y1   |    Empty    |     0,1      |  Empty   |   Empty   |    S3    |    2,0,1     |         0.0          |          0.0          |          0.0           |    0.0     |       0.0       |     0.0     | 0.010793574400000002 |  3.7467542405644e-09   |      1.51396e-05       | 0.0002474803984626014  | 0.0007142857142857143 |          0.0           |          0.0           |          0.0           |
|  C5_x1_y-1  |  C5_x1_y-1  |  C5_x1_y-1  |    Empty    |     1,-1     |  Empty   |   Empty   |    S3    |    2,0,1     |         0.0          |          0.0          |          0.0           |    0.0     |       0.0       |     0.0     | 0.010793574400000002 |          0.0           |          0.0           |          0.0           | 0.0007142857142857143 |          0.0           |          0.0           |          0.0           |
|  C5_x1_y0   |  C5_x1_y0   |  C5_x1_y0   |    Empty    |     1,0      |  Empty   |   Empty   |    S3    |    2,0,1     |         0.0          |          0.0          |          0.0           |    0.0     |       0.0       |     0.0     | 0.010793574400000002 |          0.0           |          0.0           |          0.0           | 0.0007142857142857143 |          0.0           |          0.0           |          0.0           |
|  C5_x1_y1   |  C5_x1_y1   |  C5_x1_y1   |    Empty    |     1,1      |  Empty   |   Empty   |    S3    |    2,0,1     |         0.0          |          0.0          |          0.0           |    0.0     |       0.0       |     0.0     | 0.010793574400000002 |          0.0           |          0.0           |          0.0           | 0.0007142857142857143 |          0.0           |          0.0           |          0.0           |
| C6_x-1_y-1  | C6_x-1_y-1  | C6_x-1_y-1  |    Empty    |    -1,-1     |  Empty   |   Empty   |    S4    |    3,0,2     |         0.0          |          0.0          |          0.0           |    0.0     |       0.0       |     0.0     | 0.010793574400000002 |          0.0           |          0.0           |          0.0           | 0.0007142857142857143 |          0.0           |          0.0           |          0.0           |
|  C6_x-1_y0  |  C6_x-1_y0  |  C6_x-1_y0  |    Empty    |     -1,0     |  Empty   |   Empty   |    S4    |    3,0,2     |         0.0          |          0.0          |          0.0           |    0.0     |       0.0       |     0.0     | 0.010793574400000002 |          0.0           |          0.0           |          0.0           | 0.0007142857142857143 |          0.0           |          0.0           |          0.0           |
