0,1,6,1,6,13448,0,1,75264,0,0.75,1.0,4718592,0.75,3699376128,0
1,1,6,1,6,1584,1,2,1216512,1,0.75,1.0,4718592,0.75,233570304,0
2,1,6,1,6,1584,0,3,1216512,1,0.75,1.0,4718592,0.75,233570304,0
3,1,2,1,2,1584,0,4,1216512,0,0.5771484375,0.76953125,1210368,0.75,59913216,0
4,1,6,1,6,1584,0,5,1216512,0,0.75,1.0,4718592,0.75,233570304,0
5,1,6,1,6,1584,0,6,312048,1,0.1923828125,1.0,1210368,0.1923828125,59913216,0
6,1,6,1,6,1584,0,7,1216512,1,0.75,1.0,4718592,0.75,233570304,0
7,4,24,1,24,1584,1,11,1216512,0,0.75,1.0,18874368,0.75,934281216,0
8,1,18,3,6,1584,0,12,4866048,0,1.0,1.0,18874368,1.0,934281216,0
9,1,6,1,6,1584,1,13,1216512,1,0.75,1.0,4718592,0.75,233570304,0
10,1,6,1,6,1584,0,14,1216512,1,0.75,1.0,4718592,0.75,233570304,0
11,1,2,1,2,1584,0,15,1216512,0,0.5771484375,0.76953125,1210368,0.75,59913216,0
12,1,6,1,6,1584,0,16,1216512,0,0.75,1.0,4718592,0.75,233570304,0
13,1,6,1,6,1584,0,17,312048,1,0.1923828125,1.0,1210368,0.1923828125,59913216,0
14,1,6,1,6,1584,0,18,1216512,1,0.75,1.0,4718592,0.75,233570304,0
15,4,24,1,24,1584,1,22,1216512,0,0.75,1.0,18874368,0.75,934281216,0
16,1,18,3,6,1584,0,23,4866048,0,1.0,1.0,18874368,1.0,934281216,0
17,1,6,1,6,1584,1,24,1216512,1,0.75,1.0,4718592,0.75,233570304,0
18,1,6,1,6,1584,0,25,1216512,1,0.75,1.0,4718592,0.75,233570304,0
19,1,2,1,2,1584,0,26,1216512,0,0.5771484375,0.76953125,1210368,0.75,59913216,0
20,1,6,1,6,1584,0,27,1216512,0,0.75,1.0,4718592,0.75,233570304,0
21,1,6,1,6,1584,0,28,312048,1,0.1923828125,1.0,1210368,0.1923828125,59913216,0
22,1,6,1,6,1584,0,29,1216512,1,0.75,1.0,4718592,0.75,233570304,0
23,4,24,1,24,1584,1,33,1216512,0,0.75,1.0,18874368,0.75,934281216,0
24,1,18,3,6,1584,0,34,4866048,0,1.0,1.0,18874368,1.0,934281216,0
25,1,6,1,6,1584,1,35,1216512,1,0.75,1.0,4718592,0.75,233570304,0
26,1,6,1,6,1584,0,36,1216512,1,0.75,1.0,4718592,0.75,233570304,0
27,1,2,1,2,1584,0,37,1216512,0,0.5771484375,0.76953125,1210368,0.75,59913216,0
28,1,6,1,6,1584,0,38,1216512,0,0.75,1.0,4718592,0.75,233570304,0
29,1,6,1,6,1584,0,39,312048,1,0.1923828125,1.0,1210368,0.1923828125,59913216,0
30,1,6,1,6,1584,0,40,1216512,1,0.75,1.0,4718592,0.75,233570304,0
31,4,24,1,24,1584,1,44,1216512,0,0.75,1.0,18874368,0.75,934281216,0
32,1,18,3,6,1584,0,45,4866048,0,1.0,1.0,18874368,1.0,934281216,0
33,1,6,1,6,1584,1,46,1216512,1,0.75,1.0,4718592,0.75,233570304,0
34,1,6,1,6,1584,0,47,1216512,1,0.75,1.0,4718592,0.75,233570304,0
35,1,2,1,2,1584,0,48,1216512,0,0.5771484375,0.76953125,1210368,0.75,59913216,0
36,1,6,1,6,1584,0,49,1216512,0,0.75,1.0,4718592,0.75,233570304,0
37,1,6,1,6,1584,0,50,312048,1,0.1923828125,1.0,1210368,0.1923828125,59913216,0
38,1,6,1,6,1584,0,51,1216512,1,0.75,1.0,4718592,0.75,233570304,0
39,4,24,1,24,1584,1,55,1216512,0,0.75,1.0,18874368,0.75,934281216,0
40,1,18,3,6,1584,0,56,4866048,0,1.0,1.0,18874368,1.0,934281216,0
41,1,6,1,6,1584,1,57,1216512,1,0.75,1.0,4718592,0.75,233570304,0
42,1,6,1,6,1584,0,58,1216512,1,0.75,1.0,4718592,0.75,233570304,0
43,1,2,1,2,1584,0,59,1216512,0,0.5771484375,0.76953125,1210368,0.75,59913216,0
44,1,6,1,6,1584,0,60,1216512,0,0.75,1.0,4718592,0.75,233570304,0
45,1,6,1,6,1584,0,61,312048,1,0.1923828125,1.0,1210368,0.1923828125,59913216,0
