56,56,3,16,16,768,0,1,1
11,18,768,1,1,768,1,1,1
11,18,768,1,1,768,0,1,1
11,18,768,1,1,197,0,1,1
11,18,768,1,1,768,0,1,1
11,18,197,1,1,768,0,1,1
11,18,768,1,1,768,0,1,1
11,18,768,1,1,3072,1,1,1
11,18,3072,1,1,768,0,1,1
11,18,768,1,1,768,1,1,1
11,18,768,1,1,768,0,1,1
11,18,768,1,1,197,0,1,1
11,18,768,1,1,768,0,1,1
11,18,197,1,1,768,0,1,1
11,18,768,1,1,768,0,1,1
11,18,768,1,1,3072,1,1,1
11,18,3072,1,1,768,0,1,1
11,18,768,1,1,768,1,1,1
11,18,768,1,1,768,0,1,1
11,18,768,1,1,197,0,1,1
11,18,768,1,1,768,0,1,1
11,18,197,1,1,768,0,1,1
11,18,768,1,1,768,0,1,1
11,18,768,1,1,3072,1,1,1
11,18,3072,1,1,768,0,1,1
11,18,768,1,1,768,1,1,1
11,18,768,1,1,768,0,1,1
11,18,768,1,1,197,0,1,1
11,18,768,1,1,768,0,1,1
11,18,197,1,1,768,0,1,1
11,18,768,1,1,768,0,1,1
11,18,768,1,1,3072,1,1,1
11,18,3072,1,1,768,0,1,1
11,18,768,1,1,768,1,1,1
11,18,768,1,1,768,0,1,1
11,18,768,1,1,197,0,1,1
11,18,768,1,1,768,0,1,1
11,18,197,1,1,768,0,1,1
11,18,768,1,1,768,0,1,1
11,18,768,1,1,3072,1,1,1
11,18,3072,1,1,768,0,1,1
11,18,768,1,1,768,1,1,1
11,18,768,1,1,768,0,1,1
11,18,768,1,1,197,0,1,1
11,18,768,1,1,768,0,1,1
11,18,197,1,1,768,0,1,1
11,18,768,1,1,768,0,1,1
11,18,768,1,1,3072,1,1,1
11,18,3072,1,1,768,0,1,1
11,18,768,1,1,768,1,1,1
11,18,768,1,1,768,0,1,1
11,18,768,1,1,197,0,1,1
11,18,768,1,1,768,0,1,1
11,18,197,1,1,768,0,1,1
11,18,768,1,1,768,0,1,1
11,18,768,1,1,3072,1,1,1
11,18,3072,1,1,768,0,1,1
11,18,768,1,1,768,1,1,1
11,18,768,1,1,768,0,1,1
11,18,768,1,1,197,0,1,1
11,18,768,1,1,768,0,1,1
11,18,197,1,1,768,0,1,1
11,18,768,1,1,768,0,1,1
11,18,768,1,1,3072,1,1,1
11,18,3072,1,1,768,0,1,1
11,18,768,1,1,768,1,1,1
11,18,768,1,1,768,0,1,1
11,18,768,1,1,197,0,1,1
11,18,768,1,1,768,0,1,1
11,18,197,1,1,768,0,1,1
11,18,768,1,1,768,0,1,1
11,18,768,1,1,3072,1,1,1
11,18,3072,1,1,768,0,1,1
11,18,768,1,1,768,1,1,1
11,18,768,1,1,768,0,1,1
11,18,768,1,1,197,0,1,1
11,18,768,1,1,768,0,1,1
11,18,197,1,1,768,0,1,1
11,18,768,1,1,768,0,1,1
11,18,768,1,1,3072,1,1,1
11,18,3072,1,1,768,0,1,1
11,18,768,1,1,768,1,1,1
11,18,768,1,1,768,0,1,1
11,18,768,1,1,197,0,1,1
11,18,768,1,1,768,0,1,1
11,18,197,1,1,768,0,1,1
11,18,768,1,1,768,0,1,1
11,18,768,1,1,3072,1,1,1
11,18,3072,1,1,768,0,1,1
11,18,768,1,1,768,1,1,1
11,18,768,1,1,768,0,1,1
11,18,768,1,1,197,0,1,1
11,18,768,1,1,768,0,1,1
11,18,197,1,1,768,0,1,1
11,18,768,1,1,768,0,1,1
11,18,768,1,1,3072,1,1,1
11,18,3072,1,1,768,0,1,1
1,1,768,1,1,1000,0,1,1
