Chiplet ID,Tile ID,HW Type,SA_size_x,SA_size_y,n_SA,prec,Clock Frequency (Hz),wrap_Auto,wrap_n_SA,wrap_SA_size_y,wrap_SA_size_x,wrap_Temporal,layer_macs,num_adders_tile,num_adder_stages
C1,T879,SA,16,16,2,8,1000000000.0,{'L336': 3072.0},{'L336': 2},{'L336': 128},{'L336': 512.0},{'L336': 1},{'L336': 402653184.0},256.0,1.0
C1,T882,SA,16,16,2,8,1000000000.0,{'L337': 3072.0},{'L337': 2},{'L337': 128},{'L337': 512.0},{'L337': 1},{'L337': 402653184.0},256.0,1.0
C1,T887,SA,16,16,2,8,1000000000.0,{'L339': 1024.0},{'L339': 2},{'L339': 128},{'L339': 1536.0},{'L339': 1},{'L339': 402653184.0},256.0,1.0
C1,T892,SA,16,16,2,8,1000000000.0,{'L341': 2048.0},{'L341': 2},{'L341': 128},{'L341': 512.0},{'L341': 1},{'L341': 268435456.0},256.0,1.0
C1,T895,SA,16,16,2,8,1000000000.0,{'L342': 1024.0},{'L342': 2},{'L342': 128},{'L342': 512.0},{'L342': 1},{'L342': 134217728.0},256.0,1.0
C1,T898,SA,16,16,2,8,1000000000.0,{'L343': 1024.0},{'L343': 2},{'L343': 128},{'L343': 512.0},{'L343': 1},{'L343': 134217728.0},256.0,1.0
C1,T905,SA,16,16,2,8,1000000000.0,{'L346': 1024.0},{'L346': 2},{'L346': 128},{'L346': 1024.0},{'L346': 1},{'L346': 268435456.0},256.0,1.0
C1,T908,SA,16,16,2,8,1000000000.0,{'L347': 1024.0},{'L347': 2},{'L347': 128},{'L347': 1024.0},{'L347': 1},{'L347': 268435456.0},256.0,1.0
C1,T913,SA,16,16,2,8,1000000000.0,{'L349': 3072.0},{'L349': 2},{'L349': 128},{'L349': 512.0},{'L349': 1},{'L349': 402653184.0},256.0,1.0
C1,T916,SA,16,16,2,8,1000000000.0,{'L350': 3072.0},{'L350': 2},{'L350': 128},{'L350': 512.0},{'L350': 1},{'L350': 402653184.0},256.0,1.0
C1,T921,SA,16,16,2,8,1000000000.0,{'L352': 1024.0},{'L352': 2},{'L352': 128},{'L352': 1536.0},{'L352': 1},{'L352': 402653184.0},256.0,1.0
C1,T926,SA,16,16,2,8,1000000000.0,{'L354': 2048.0},{'L354': 2},{'L354': 128},{'L354': 512.0},{'L354': 1},{'L354': 268435456.0},256.0,1.0
C1,T929,SA,16,16,2,8,1000000000.0,{'L355': 1024.0},{'L355': 2},{'L355': 128},{'L355': 512.0},{'L355': 1},{'L355': 134217728.0},256.0,1.0
C1,T932,SA,16,16,2,8,1000000000.0,{'L356': 1024.0},{'L356': 2},{'L356': 128},{'L356': 512.0},{'L356': 1},{'L356': 134217728.0},256.0,1.0
C1,T939,SA,16,16,2,8,1000000000.0,{'L359': 1024.0},{'L359': 2},{'L359': 128},{'L359': 1024.0},{'L359': 1},{'L359': 268435456.0},256.0,1.0
C1,T942,SA,16,16,2,8,1000000000.0,{'L360': 1024.0},{'L360': 2},{'L360': 128},{'L360': 1024.0},{'L360': 1},{'L360': 268435456.0},256.0,1.0
C1,T947,SA,16,16,2,8,1000000000.0,{'L362': 3072.0},{'L362': 2},{'L362': 128},{'L362': 512.0},{'L362': 1},{'L362': 402653184.0},256.0,1.0
C1,T950,SA,16,16,2,8,1000000000.0,{'L363': 3072.0},{'L363': 2},{'L363': 128},{'L363': 512.0},{'L363': 1},{'L363': 402653184.0},256.0,1.0
C1,T955,SA,16,16,2,8,1000000000.0,{'L365': 1024.0},{'L365': 2},{'L365': 128},{'L365': 1536.0},{'L365': 1},{'L365': 402653184.0},256.0,1.0
C1,T960,SA,16,16,2,8,1000000000.0,{'L367': 151936.0},{'L367': 2},{'L367': 128},{'L367': 512.0},{'L367': 1},{'L367': 19914555392.0},256.0,1.0
