Chiplet ID,Tile ID,HW Type,Nbank,NW,NB,CM,Clock Frequency (Hz),Next Layer Type,mem_place,Accesses_r,Accesses_w,ddr_reuse_mul_r,dim1,dim2,dim3,dim4,mem_req_layer,DDR_access_layer,ddr_reuse_mul_w,F_non_zeros_r,F_non_zeros_w,mem_req_tn,DDR_access_tn,NW_real,NB_real,F_actbitlines
C1,T114,Mem Tile,1,1024,320,4,1000000000.0,{'L43': 'MatMulInteger'},{'L43': 'O'},{'L43': 3277},{'L43': 3277},{'L43': 1},{'L43': 1},{'L43': 128},{'L43': 1024.0},{'L43': nan},{'L43': 1048576},{'L43': True},1.0,0.5,0.5,1048576.0,True,1024.0,320.0,1.0
C1,T115,Mem Tile,1,1024,320,4,1000000000.0,{'L44': 'MatMulInteger'},{'L44': 'W'},{'L44': 26215},{'L44': 26215},{'L44': 1},{'L44': 1024.0},{'L44': 1024.0},{'L44': nan},{'L44': nan},{'L44': 8388608},{'L44': True},1.0,0.5,0.5,8388608.0,True,1024.0,320.0,1.0
C1,T117,Mem Tile,1,1024,320,4,1000000000.0,{'L44': 'MatMulInteger'},{'L44': 'O'},{'L44': 3277},{'L44': 3277},{'L44': 1},{'L44': 1},{'L44': 128},{'L44': 1024.0},{'L44': nan},{'L44': 1048576},{'L44': True},1.0,0.5,0.5,1048576.0,True,1024.0,320.0,1.0
C1,T119,Mem Tile,1,1024,320,4,1000000000.0,{'L45': 'SimplifiedLayerNormalization'},{'L45': 'O'},{'L45': 6554},{'L45': 6554},{'L45': 1},{'L45': 1},{'L45': 2048},{'L45': 128.0},{'L45': nan},{'L45': 2097152},{'L45': True},1.0,0.5,0.5,2097152.0,True,1024.0,320.0,1.0
C1,T121,Mem Tile,1,1024,320,4,1000000000.0,{'L46': 'SimplifiedLayerNormalization'},{'L46': 'O'},{'L46': 3277},{'L46': 3277},{'L46': 1},{'L46': 1},{'L46': 1024},{'L46': 128.0},{'L46': nan},{'L46': 1048576},{'L46': True},1.0,0.5,0.5,1048576.0,True,1024.0,320.0,1.0
C1,T122,Mem Tile,1,1024,320,4,1000000000.0,{'L47': 'GroupQueryAttention'},{'L47': 'W'},{'L47': 3277},{'L47': 3277},{'L47': 1},{'L47': 1.0},{'L47': 128.0},{'L47': 1024.0},{'L47': nan},{'L47': 1048576},{'L47': True},1.0,0.5,0.5,1048576.0,True,1024.0,320.0,1.0
C1,T124,Mem Tile,1,1024,320,4,1000000000.0,{'L47': 'GroupQueryAttention'},{'L47': 'O'},{'L47': 6554},{'L47': 6554},{'L47': 1},{'L47': 1},{'L47': 128},{'L47': 2048.0},{'L47': nan},{'L47': 2097152},{'L47': True},1.0,0.5,0.5,2097152.0,True,1024.0,320.0,1.0
C1,T125,Mem Tile,1,1024,320,4,1000000000.0,{'L48': 'MatMulInteger'},{'L48': 'W'},{'L48': 52429},{'L48': 52429},{'L48': 1},{'L48': 2048.0},{'L48': 1024.0},{'L48': nan},{'L48': nan},{'L48': 16777216},{'L48': True},1.0,0.5,0.5,16777216.0,True,1024.0,320.0,1.0
C1,T127,Mem Tile,1,1024,320,4,1000000000.0,{'L48': 'MatMulInteger'},{'L48': 'O'},{'L48': 3277},{'L48': 3277},{'L48': 1},{'L48': 1},{'L48': 128},{'L48': 1024.0},{'L48': nan},{'L48': 1048576},{'L48': True},1.0,0.5,0.5,1048576.0,True,1024.0,320.0,1.0
C1,T129,Mem Tile,1,1024,320,4,1000000000.0,{'L49': 'SkipLayerNorm'},{'L49': 'O'},{'L49': 3277},{'L49': 3277},{'L49': 1},{'L49': 1},{'L49': 128},{'L49': 1024.0},{'L49': nan},{'L49': 1048576},{'L49': True},1.0,0.5,0.5,1048576.0,True,1024.0,320.0,1.0
C1,T130,Mem Tile,1,1024,320,4,1000000000.0,{'L50': 'MatMulInteger'},{'L50': 'W'},{'L50': 78644},{'L50': 78644},{'L50': 1},{'L50': 1024.0},{'L50': 3072.0},{'L50': nan},{'L50': nan},{'L50': 25165824},{'L50': True},1.0,0.5,0.5,25165824.0,True,1024.0,320.0,1.0
C1,T132,Mem Tile,1,1024,320,4,1000000000.0,{'L50': 'MatMulInteger'},{'L50': 'O'},{'L50': 9831},{'L50': 9831},{'L50': 1},{'L50': 1},{'L50': 128},{'L50': 3072.0},{'L50': nan},{'L50': 3145728},{'L50': True},1.0,0.5,0.5,3145728.0,True,1024.0,320.0,1.0
C1,T133,Mem Tile,1,1024,320,4,1000000000.0,{'L51': 'MatMulInteger'},{'L51': 'W'},{'L51': 78644},{'L51': 78644},{'L51': 1},{'L51': 1024.0},{'L51': 3072.0},{'L51': nan},{'L51': nan},{'L51': 25165824},{'L51': True},1.0,0.5,0.5,25165824.0,True,1024.0,320.0,1.0
C1,T135,Mem Tile,1,1024,320,4,1000000000.0,{'L51': 'MatMulInteger'},{'L51': 'O'},{'L51': 9831},{'L51': 9831},{'L51': 1},{'L51': 1},{'L51': 128},{'L51': 3072.0},{'L51': nan},{'L51': 3145728},{'L51': True},1.0,0.5,0.5,3145728.0,True,1024.0,320.0,1.0
C1,T137,Mem Tile,1,1024,320,4,1000000000.0,{'L52': 'Sigmoid'},{'L52': 'O'},{'L52': 9831},{'L52': 9831},{'L52': 1},{'L52': 1},{'L52': 128},{'L52': 3072.0},{'L52': nan},{'L52': 3145728},{'L52': True},1.0,0.5,0.5,3145728.0,True,1024.0,320.0,1.0
C1,T138,Mem Tile,1,1024,320,4,1000000000.0,{'L53': 'MatMulInteger'},{'L53': 'W'},{'L53': 78644},{'L53': 78644},{'L53': 1},{'L53': 3072.0},{'L53': 1024.0},{'L53': nan},{'L53': nan},{'L53': 25165824},{'L53': True},1.0,0.5,0.5,25165824.0,True,1024.0,320.0,1.0
C1,T140,Mem Tile,1,1024,320,4,1000000000.0,{'L53': 'MatMulInteger'},{'L53': 'O'},{'L53': 3277},{'L53': 3277},{'L53': 1},{'L53': 1},{'L53': 128},{'L53': 1024.0},{'L53': nan},{'L53': 1048576},{'L53': True},1.0,0.5,0.5,1048576.0,True,1024.0,320.0,1.0
C1,T142,Mem Tile,1,1024,320,4,1000000000.0,{'L54': 'SkipLayerNorm'},{'L54': 'O'},{'L54': 3277},{'L54': 3277},{'L54': 1},{'L54': 1},{'L54': 128},{'L54': 1024.0},{'L54': nan},{'L54': 1048576},{'L54': True},1.0,0.5,0.5,1048576.0,True,1024.0,320.0,1.0
C1,T143,Mem Tile,1,1024,320,4,1000000000.0,{'L55': 'MatMulInteger'},{'L55': 'W'},{'L55': 52429},{'L55': 52429},{'L55': 1},{'L55': 1024.0},{'L55': 2048.0},{'L55': nan},{'L55': nan},{'L55': 16777216},{'L55': True},1.0,0.5,0.5,16777216.0,True,1024.0,320.0,1.0
C1,T145,Mem Tile,1,1024,320,4,1000000000.0,{'L55': 'MatMulInteger'},{'L55': 'O'},{'L55': 6554},{'L55': 6554},{'L55': 1},{'L55': 1},{'L55': 128},{'L55': 2048.0},{'L55': nan},{'L55': 2097152},{'L55': True},1.0,0.5,0.5,2097152.0,True,1024.0,320.0,1.0
C1,T146,Mem Tile,1,1024,320,4,1000000000.0,{'L56': 'MatMulInteger'},{'L56': 'W'},{'L56': 26215},{'L56': 26215},{'L56': 1},{'L56': 1024.0},{'L56': 1024.0},{'L56': nan},{'L56': nan},{'L56': 8388608},{'L56': True},1.0,0.5,0.5,8388608.0,True,1024.0,320.0,1.0
C1,T148,Mem Tile,1,1024,320,4,1000000000.0,{'L56': 'MatMulInteger'},{'L56': 'O'},{'L56': 3277},{'L56': 3277},{'L56': 1},{'L56': 1},{'L56': 128},{'L56': 1024.0},{'L56': nan},{'L56': 1048576},{'L56': True},1.0,0.5,0.5,1048576.0,True,1024.0,320.0,1.0
C1,T149,Mem Tile,1,1024,320,4,1000000000.0,{'L57': 'MatMulInteger'},{'L57': 'W'},{'L57': 26215},{'L57': 26215},{'L57': 1},{'L57': 1024.0},{'L57': 1024.0},{'L57': nan},{'L57': nan},{'L57': 8388608},{'L57': True},1.0,0.5,0.5,8388608.0,True,1024.0,320.0,1.0
C1,T151,Mem Tile,1,1024,320,4,1000000000.0,{'L57': 'MatMulInteger'},{'L57': 'O'},{'L57': 3277},{'L57': 3277},{'L57': 1},{'L57': 1},{'L57': 128},{'L57': 1024.0},{'L57': nan},{'L57': 1048576},{'L57': True},1.0,0.5,0.5,1048576.0,True,1024.0,320.0,1.0
C1,T153,Mem Tile,1,1024,320,4,1000000000.0,{'L58': 'SimplifiedLayerNormalization'},{'L58': 'O'},{'L58': 6554},{'L58': 6554},{'L58': 1},{'L58': 1},{'L58': 2048},{'L58': 128.0},{'L58': nan},{'L58': 2097152},{'L58': True},1.0,0.5,0.5,2097152.0,True,1024.0,320.0,1.0
C1,T155,Mem Tile,1,1024,320,4,1000000000.0,{'L59': 'SimplifiedLayerNormalization'},{'L59': 'O'},{'L59': 3277},{'L59': 3277},{'L59': 1},{'L59': 1},{'L59': 1024},{'L59': 128.0},{'L59': nan},{'L59': 1048576},{'L59': True},1.0,0.5,0.5,1048576.0,True,1024.0,320.0,1.0
C1,T156,Mem Tile,1,1024,320,4,1000000000.0,{'L60': 'GroupQueryAttention'},{'L60': 'W'},{'L60': 3277},{'L60': 3277},{'L60': 1},{'L60': 1.0},{'L60': 128.0},{'L60': 1024.0},{'L60': nan},{'L60': 1048576},{'L60': True},1.0,0.5,0.5,1048576.0,True,1024.0,320.0,1.0
C1,T158,Mem Tile,1,1024,320,4,1000000000.0,{'L60': 'GroupQueryAttention'},{'L60': 'O'},{'L60': 6554},{'L60': 6554},{'L60': 1},{'L60': 1},{'L60': 128},{'L60': 2048.0},{'L60': nan},{'L60': 2097152},{'L60': True},1.0,0.5,0.5,2097152.0,True,1024.0,320.0,1.0
C1,T159,Mem Tile,1,1024,320,4,1000000000.0,{'L61': 'MatMulInteger'},{'L61': 'W'},{'L61': 52429},{'L61': 52429},{'L61': 1},{'L61': 2048.0},{'L61': 1024.0},{'L61': nan},{'L61': nan},{'L61': 16777216},{'L61': True},1.0,0.5,0.5,16777216.0,True,1024.0,320.0,1.0
C1,T161,Mem Tile,1,1024,320,4,1000000000.0,{'L61': 'MatMulInteger'},{'L61': 'O'},{'L61': 3277},{'L61': 3277},{'L61': 1},{'L61': 1},{'L61': 128},{'L61': 1024.0},{'L61': nan},{'L61': 1048576},{'L61': True},1.0,0.5,0.5,1048576.0,True,1024.0,320.0,1.0
C1,T163,Mem Tile,1,1024,320,4,1000000000.0,{'L62': 'SkipLayerNorm'},{'L62': 'O'},{'L62': 3277},{'L62': 3277},{'L62': 1},{'L62': 1},{'L62': 128},{'L62': 1024.0},{'L62': nan},{'L62': 1048576},{'L62': True},1.0,0.5,0.5,1048576.0,True,1024.0,320.0,1.0
C1,T164,Mem Tile,1,1024,320,4,1000000000.0,{'L63': 'MatMulInteger'},{'L63': 'W'},{'L63': 78644},{'L63': 78644},{'L63': 1},{'L63': 1024.0},{'L63': 3072.0},{'L63': nan},{'L63': nan},{'L63': 25165824},{'L63': True},1.0,0.5,0.5,25165824.0,True,1024.0,320.0,1.0
C1,T166,Mem Tile,1,1024,320,4,1000000000.0,{'L63': 'MatMulInteger'},{'L63': 'O'},{'L63': 9831},{'L63': 9831},{'L63': 1},{'L63': 1},{'L63': 128},{'L63': 3072.0},{'L63': nan},{'L63': 3145728},{'L63': True},1.0,0.5,0.5,3145728.0,True,1024.0,320.0,1.0
C1,T167,Mem Tile,1,1024,320,4,1000000000.0,{'L64': 'MatMulInteger'},{'L64': 'W'},{'L64': 78644},{'L64': 78644},{'L64': 1},{'L64': 1024.0},{'L64': 3072.0},{'L64': nan},{'L64': nan},{'L64': 25165824},{'L64': True},1.0,0.5,0.5,25165824.0,True,1024.0,320.0,1.0
C1,T169,Mem Tile,1,1024,320,4,1000000000.0,{'L64': 'MatMulInteger'},{'L64': 'O'},{'L64': 9831},{'L64': 9831},{'L64': 1},{'L64': 1},{'L64': 128},{'L64': 3072.0},{'L64': nan},{'L64': 3145728},{'L64': True},1.0,0.5,0.5,3145728.0,True,1024.0,320.0,1.0
C1,T171,Mem Tile,1,1024,320,4,1000000000.0,{'L65': 'Sigmoid'},{'L65': 'O'},{'L65': 9831},{'L65': 9831},{'L65': 1},{'L65': 1},{'L65': 128},{'L65': 3072.0},{'L65': nan},{'L65': 3145728},{'L65': True},1.0,0.5,0.5,3145728.0,True,1024.0,320.0,1.0
C1,T172,Mem Tile,1,1024,320,4,1000000000.0,{'L66': 'MatMulInteger'},{'L66': 'W'},{'L66': 78644},{'L66': 78644},{'L66': 1},{'L66': 3072.0},{'L66': 1024.0},{'L66': nan},{'L66': nan},{'L66': 25165824},{'L66': True},1.0,0.5,0.5,25165824.0,True,1024.0,320.0,1.0
C1,T174,Mem Tile,1,1024,320,4,1000000000.0,{'L66': 'MatMulInteger'},{'L66': 'O'},{'L66': 3277},{'L66': 3277},{'L66': 1},{'L66': 1},{'L66': 128},{'L66': 1024.0},{'L66': nan},{'L66': 1048576},{'L66': True},1.0,0.5,0.5,1048576.0,True,1024.0,320.0,1.0
C1,T176,Mem Tile,1,1024,320,4,1000000000.0,{'L67': 'SkipLayerNorm'},{'L67': 'O'},{'L67': 3277},{'L67': 3277},{'L67': 1},{'L67': 1},{'L67': 128},{'L67': 1024.0},{'L67': nan},{'L67': 1048576},{'L67': True},1.0,0.5,0.5,1048576.0,True,1024.0,320.0,1.0
C1,T177,Mem Tile,1,1024,320,4,1000000000.0,{'L68': 'MatMulInteger'},{'L68': 'W'},{'L68': 52429},{'L68': 52429},{'L68': 1},{'L68': 1024.0},{'L68': 2048.0},{'L68': nan},{'L68': nan},{'L68': 16777216},{'L68': True},1.0,0.5,0.5,16777216.0,True,1024.0,320.0,1.0
C1,T179,Mem Tile,1,1024,320,4,1000000000.0,{'L68': 'MatMulInteger'},{'L68': 'O'},{'L68': 6554},{'L68': 6554},{'L68': 1},{'L68': 1},{'L68': 128},{'L68': 2048.0},{'L68': nan},{'L68': 2097152},{'L68': True},1.0,0.5,0.5,2097152.0,True,1024.0,320.0,1.0
C1,T180,Mem Tile,1,1024,320,4,1000000000.0,{'L69': 'MatMulInteger'},{'L69': 'W'},{'L69': 26215},{'L69': 26215},{'L69': 1},{'L69': 1024.0},{'L69': 1024.0},{'L69': nan},{'L69': nan},{'L69': 8388608},{'L69': True},1.0,0.5,0.5,8388608.0,True,1024.0,320.0,1.0
C1,T182,Mem Tile,1,1024,320,4,1000000000.0,{'L69': 'MatMulInteger'},{'L69': 'O'},{'L69': 3277},{'L69': 3277},{'L69': 1},{'L69': 1},{'L69': 128},{'L69': 1024.0},{'L69': nan},{'L69': 1048576},{'L69': True},1.0,0.5,0.5,1048576.0,True,1024.0,320.0,1.0
C1,T183,Mem Tile,1,1024,320,4,1000000000.0,{'L70': 'MatMulInteger'},{'L70': 'W'},{'L70': 26215},{'L70': 26215},{'L70': 1},{'L70': 1024.0},{'L70': 1024.0},{'L70': nan},{'L70': nan},{'L70': 8388608},{'L70': True},1.0,0.5,0.5,8388608.0,True,1024.0,320.0,1.0
C1,T185,Mem Tile,1,1024,320,4,1000000000.0,{'L70': 'MatMulInteger'},{'L70': 'O'},{'L70': 3277},{'L70': 3277},{'L70': 1},{'L70': 1},{'L70': 128},{'L70': 1024.0},{'L70': nan},{'L70': 1048576},{'L70': True},1.0,0.5,0.5,1048576.0,True,1024.0,320.0,1.0
C1,T187,Mem Tile,1,1024,320,4,1000000000.0,{'L71': 'SimplifiedLayerNormalization'},{'L71': 'O'},{'L71': 6554},{'L71': 6554},{'L71': 1},{'L71': 1},{'L71': 2048},{'L71': 128.0},{'L71': nan},{'L71': 2097152},{'L71': True},1.0,0.5,0.5,2097152.0,True,1024.0,320.0,1.0
C1,T189,Mem Tile,1,1024,320,4,1000000000.0,{'L72': 'SimplifiedLayerNormalization'},{'L72': 'O'},{'L72': 3277},{'L72': 3277},{'L72': 1},{'L72': 1},{'L72': 1024},{'L72': 128.0},{'L72': nan},{'L72': 1048576},{'L72': True},1.0,0.5,0.5,1048576.0,True,1024.0,320.0,1.0
C1,T190,Mem Tile,1,1024,320,4,1000000000.0,{'L73': 'GroupQueryAttention'},{'L73': 'W'},{'L73': 3277},{'L73': 3277},{'L73': 1},{'L73': 1.0},{'L73': 128.0},{'L73': 1024.0},{'L73': nan},{'L73': 1048576},{'L73': True},1.0,0.5,0.5,1048576.0,True,1024.0,320.0,1.0
C1,T192,Mem Tile,1,1024,320,4,1000000000.0,{'L73': 'GroupQueryAttention'},{'L73': 'O'},{'L73': 6554},{'L73': 6554},{'L73': 1},{'L73': 1},{'L73': 128},{'L73': 2048.0},{'L73': nan},{'L73': 2097152},{'L73': True},1.0,0.5,0.5,2097152.0,True,1024.0,320.0,1.0
C1,T193,Mem Tile,1,1024,320,4,1000000000.0,{'L74': 'MatMulInteger'},{'L74': 'W'},{'L74': 52429},{'L74': 52429},{'L74': 1},{'L74': 2048.0},{'L74': 1024.0},{'L74': nan},{'L74': nan},{'L74': 16777216},{'L74': True},1.0,0.5,0.5,16777216.0,True,1024.0,320.0,1.0
C1,T195,Mem Tile,1,1024,320,4,1000000000.0,{'L74': 'MatMulInteger'},{'L74': 'O'},{'L74': 3277},{'L74': 3277},{'L74': 1},{'L74': 1},{'L74': 128},{'L74': 1024.0},{'L74': nan},{'L74': 1048576},{'L74': True},1.0,0.5,0.5,1048576.0,True,1024.0,320.0,1.0
C1,T197,Mem Tile,1,1024,320,4,1000000000.0,{'L75': 'SkipLayerNorm'},{'L75': 'O'},{'L75': 3277},{'L75': 3277},{'L75': 1},{'L75': 1},{'L75': 128},{'L75': 1024.0},{'L75': nan},{'L75': 1048576},{'L75': True},1.0,0.5,0.5,1048576.0,True,1024.0,320.0,1.0
C1,T198,Mem Tile,1,1024,320,4,1000000000.0,{'L76': 'MatMulInteger'},{'L76': 'W'},{'L76': 78644},{'L76': 78644},{'L76': 1},{'L76': 1024.0},{'L76': 3072.0},{'L76': nan},{'L76': nan},{'L76': 25165824},{'L76': True},1.0,0.5,0.5,25165824.0,True,1024.0,320.0,1.0
C1,T200,Mem Tile,1,1024,320,4,1000000000.0,{'L76': 'MatMulInteger'},{'L76': 'O'},{'L76': 9831},{'L76': 9831},{'L76': 1},{'L76': 1},{'L76': 128},{'L76': 3072.0},{'L76': nan},{'L76': 3145728},{'L76': True},1.0,0.5,0.5,3145728.0,True,1024.0,320.0,1.0
C1,T201,Mem Tile,1,1024,320,4,1000000000.0,{'L77': 'MatMulInteger'},{'L77': 'W'},{'L77': 78644},{'L77': 78644},{'L77': 1},{'L77': 1024.0},{'L77': 3072.0},{'L77': nan},{'L77': nan},{'L77': 25165824},{'L77': True},1.0,0.5,0.5,25165824.0,True,1024.0,320.0,1.0
C1,T203,Mem Tile,1,1024,320,4,1000000000.0,{'L77': 'MatMulInteger'},{'L77': 'O'},{'L77': 9831},{'L77': 9831},{'L77': 1},{'L77': 1},{'L77': 128},{'L77': 3072.0},{'L77': nan},{'L77': 3145728},{'L77': True},1.0,0.5,0.5,3145728.0,True,1024.0,320.0,1.0
C1,T205,Mem Tile,1,1024,320,4,1000000000.0,{'L78': 'Sigmoid'},{'L78': 'O'},{'L78': 9831},{'L78': 9831},{'L78': 1},{'L78': 1},{'L78': 128},{'L78': 3072.0},{'L78': nan},{'L78': 3145728},{'L78': True},1.0,0.5,0.5,3145728.0,True,1024.0,320.0,1.0
C1,T206,Mem Tile,1,1024,320,4,1000000000.0,{'L79': 'MatMulInteger'},{'L79': 'W'},{'L79': 78644},{'L79': 78644},{'L79': 1},{'L79': 3072.0},{'L79': 1024.0},{'L79': nan},{'L79': nan},{'L79': 25165824},{'L79': True},1.0,0.5,0.5,25165824.0,True,1024.0,320.0,1.0
C1,T208,Mem Tile,1,1024,320,4,1000000000.0,{'L79': 'MatMulInteger'},{'L79': 'O'},{'L79': 3277},{'L79': 3277},{'L79': 1},{'L79': 1},{'L79': 128},{'L79': 1024.0},{'L79': nan},{'L79': 1048576},{'L79': True},1.0,0.5,0.5,1048576.0,True,1024.0,320.0,1.0
C1,T210,Mem Tile,1,1024,320,4,1000000000.0,{'L80': 'SkipLayerNorm'},{'L80': 'O'},{'L80': 3277},{'L80': 3277},{'L80': 1},{'L80': 1},{'L80': 128},{'L80': 1024.0},{'L80': nan},{'L80': 1048576},{'L80': True},1.0,0.5,0.5,1048576.0,True,1024.0,320.0,1.0
C1,T211,Mem Tile,1,1024,320,4,1000000000.0,{'L81': 'MatMulInteger'},{'L81': 'W'},{'L81': 52429},{'L81': 52429},{'L81': 1},{'L81': 1024.0},{'L81': 2048.0},{'L81': nan},{'L81': nan},{'L81': 16777216},{'L81': True},1.0,0.5,0.5,16777216.0,True,1024.0,320.0,1.0
C1,T213,Mem Tile,1,1024,320,4,1000000000.0,{'L81': 'MatMulInteger'},{'L81': 'O'},{'L81': 6554},{'L81': 6554},{'L81': 1},{'L81': 1},{'L81': 128},{'L81': 2048.0},{'L81': nan},{'L81': 2097152},{'L81': True},1.0,0.5,0.5,2097152.0,True,1024.0,320.0,1.0
C1,T214,Mem Tile,1,1024,320,4,1000000000.0,{'L82': 'MatMulInteger'},{'L82': 'W'},{'L82': 26215},{'L82': 26215},{'L82': 1},{'L82': 1024.0},{'L82': 1024.0},{'L82': nan},{'L82': nan},{'L82': 8388608},{'L82': True},1.0,0.5,0.5,8388608.0,True,1024.0,320.0,1.0
C1,T216,Mem Tile,1,1024,320,4,1000000000.0,{'L82': 'MatMulInteger'},{'L82': 'O'},{'L82': 3277},{'L82': 3277},{'L82': 1},{'L82': 1},{'L82': 128},{'L82': 1024.0},{'L82': nan},{'L82': 1048576},{'L82': True},1.0,0.5,0.5,1048576.0,True,1024.0,320.0,1.0
C1,T217,Mem Tile,1,1024,320,4,1000000000.0,{'L83': 'MatMulInteger'},{'L83': 'W'},{'L83': 26215},{'L83': 26215},{'L83': 1},{'L83': 1024.0},{'L83': 1024.0},{'L83': nan},{'L83': nan},{'L83': 8388608},{'L83': True},1.0,0.5,0.5,8388608.0,True,1024.0,320.0,1.0
C1,T219,Mem Tile,1,1024,320,4,1000000000.0,{'L83': 'MatMulInteger'},{'L83': 'O'},{'L83': 3277},{'L83': 3277},{'L83': 1},{'L83': 1},{'L83': 128},{'L83': 1024.0},{'L83': nan},{'L83': 1048576},{'L83': True},1.0,0.5,0.5,1048576.0,True,1024.0,320.0,1.0
C1,T221,Mem Tile,1,1024,320,4,1000000000.0,{'L84': 'SimplifiedLayerNormalization'},{'L84': 'O'},{'L84': 6554},{'L84': 6554},{'L84': 1},{'L84': 1},{'L84': 2048},{'L84': 128.0},{'L84': nan},{'L84': 2097152},{'L84': True},1.0,0.5,0.5,2097152.0,True,1024.0,320.0,1.0
C1,T223,Mem Tile,1,1024,320,4,1000000000.0,{'L85': 'SimplifiedLayerNormalization'},{'L85': 'O'},{'L85': 3277},{'L85': 3277},{'L85': 1},{'L85': 1},{'L85': 1024},{'L85': 128.0},{'L85': nan},{'L85': 1048576},{'L85': True},1.0,0.5,0.5,1048576.0,True,1024.0,320.0,1.0
C1,T224,Mem Tile,1,1024,320,4,1000000000.0,{'L86': 'GroupQueryAttention'},{'L86': 'W'},{'L86': 3277},{'L86': 3277},{'L86': 1},{'L86': 1.0},{'L86': 128.0},{'L86': 1024.0},{'L86': nan},{'L86': 1048576},{'L86': True},1.0,0.5,0.5,1048576.0,True,1024.0,320.0,1.0
C1,T226,Mem Tile,1,1024,320,4,1000000000.0,{'L86': 'GroupQueryAttention'},{'L86': 'O'},{'L86': 6554},{'L86': 6554},{'L86': 1},{'L86': 1},{'L86': 128},{'L86': 2048.0},{'L86': nan},{'L86': 2097152},{'L86': True},1.0,0.5,0.5,2097152.0,True,1024.0,320.0,1.0
C1,T227,Mem Tile,1,1024,320,4,1000000000.0,{'L87': 'MatMulInteger'},{'L87': 'W'},{'L87': 52429},{'L87': 52429},{'L87': 1},{'L87': 2048.0},{'L87': 1024.0},{'L87': nan},{'L87': nan},{'L87': 16777216},{'L87': True},1.0,0.5,0.5,16777216.0,True,1024.0,320.0,1.0
C1,T229,Mem Tile,1,1024,320,4,1000000000.0,{'L87': 'MatMulInteger'},{'L87': 'O'},{'L87': 3277},{'L87': 3277},{'L87': 1},{'L87': 1},{'L87': 128},{'L87': 1024.0},{'L87': nan},{'L87': 1048576},{'L87': True},1.0,0.5,0.5,1048576.0,True,1024.0,320.0,1.0
C1,T231,Mem Tile,1,1024,320,4,1000000000.0,{'L88': 'SkipLayerNorm'},{'L88': 'O'},{'L88': 3277},{'L88': 3277},{'L88': 1},{'L88': 1},{'L88': 128},{'L88': 1024.0},{'L88': nan},{'L88': 1048576},{'L88': True},1.0,0.5,0.5,1048576.0,True,1024.0,320.0,1.0
C1,T232,Mem Tile,1,1024,320,4,1000000000.0,{'L89': 'MatMulInteger'},{'L89': 'W'},{'L89': 78644},{'L89': 78644},{'L89': 1},{'L89': 1024.0},{'L89': 3072.0},{'L89': nan},{'L89': nan},{'L89': 25165824},{'L89': True},1.0,0.5,0.5,25165824.0,True,1024.0,320.0,1.0
C1,T234,Mem Tile,1,1024,320,4,1000000000.0,{'L89': 'MatMulInteger'},{'L89': 'O'},{'L89': 9831},{'L89': 9831},{'L89': 1},{'L89': 1},{'L89': 128},{'L89': 3072.0},{'L89': nan},{'L89': 3145728},{'L89': True},1.0,0.5,0.5,3145728.0,True,1024.0,320.0,1.0
C1,T235,Mem Tile,1,1024,320,4,1000000000.0,{'L90': 'MatMulInteger'},{'L90': 'W'},{'L90': 78644},{'L90': 78644},{'L90': 1},{'L90': 1024.0},{'L90': 3072.0},{'L90': nan},{'L90': nan},{'L90': 25165824},{'L90': True},1.0,0.5,0.5,25165824.0,True,1024.0,320.0,1.0
C1,T237,Mem Tile,1,1024,320,4,1000000000.0,{'L90': 'MatMulInteger'},{'L90': 'O'},{'L90': 9831},{'L90': 9831},{'L90': 1},{'L90': 1},{'L90': 128},{'L90': 3072.0},{'L90': nan},{'L90': 3145728},{'L90': True},1.0,0.5,0.5,3145728.0,True,1024.0,320.0,1.0
C1,T239,Mem Tile,1,1024,320,4,1000000000.0,{'L91': 'Sigmoid'},{'L91': 'O'},{'L91': 9831},{'L91': 9831},{'L91': 1},{'L91': 1},{'L91': 128},{'L91': 3072.0},{'L91': nan},{'L91': 3145728},{'L91': True},1.0,0.5,0.5,3145728.0,True,1024.0,320.0,1.0
C1,T240,Mem Tile,1,1024,320,4,1000000000.0,{'L92': 'MatMulInteger'},{'L92': 'W'},{'L92': 78644},{'L92': 78644},{'L92': 1},{'L92': 3072.0},{'L92': 1024.0},{'L92': nan},{'L92': nan},{'L92': 25165824},{'L92': True},1.0,0.5,0.5,25165824.0,True,1024.0,320.0,1.0
C1,T242,Mem Tile,1,1024,320,4,1000000000.0,{'L92': 'MatMulInteger'},{'L92': 'O'},{'L92': 3277},{'L92': 3277},{'L92': 1},{'L92': 1},{'L92': 128},{'L92': 1024.0},{'L92': nan},{'L92': 1048576},{'L92': True},1.0,0.5,0.5,1048576.0,True,1024.0,320.0,1.0
C1,T244,Mem Tile,1,1024,320,4,1000000000.0,{'L93': 'SkipLayerNorm'},{'L93': 'O'},{'L93': 3277},{'L93': 3277},{'L93': 1},{'L93': 1},{'L93': 128},{'L93': 1024.0},{'L93': nan},{'L93': 1048576},{'L93': True},1.0,0.5,0.5,1048576.0,True,1024.0,320.0,1.0
C1,T245,Mem Tile,1,1024,320,4,1000000000.0,{'L94': 'MatMulInteger'},{'L94': 'W'},{'L94': 52429},{'L94': 52429},{'L94': 1},{'L94': 1024.0},{'L94': 2048.0},{'L94': nan},{'L94': nan},{'L94': 16777216},{'L94': True},1.0,0.5,0.5,16777216.0,True,1024.0,320.0,1.0
