Chiplet ID,Tile ID,HW Type,Nbank,NW,NB,CM,Clock Frequency (Hz)
C1,T574,Mem Tile,10,1024,320,4,2000000000.0
C1,T575,Mem Tile,77,1024,320,4,2000000000.0
C1,T577,Mem Tile,10,1024,320,4,2000000000.0
C1,T579,Mem Tile,10,1024,320,4,2000000000.0
C1,T580,Mem Tile,77,1024,320,4,2000000000.0
C1,T582,Mem Tile,4,1024,320,4,2000000000.0
C1,T584,Mem Tile,4,1024,320,4,2000000000.0
C1,T585,Mem Tile,52,1024,320,4,2000000000.0
C1,T587,Mem Tile,7,1024,320,4,2000000000.0
C1,T588,Mem Tile,26,1024,320,4,2000000000.0
C1,T590,Mem Tile,4,1024,320,4,2000000000.0
C1,T591,Mem Tile,26,1024,320,4,2000000000.0
C1,T593,Mem Tile,4,1024,320,4,2000000000.0
C1,T595,Mem Tile,7,1024,320,4,2000000000.0
C1,T597,Mem Tile,4,1024,320,4,2000000000.0
C1,T598,Mem Tile,4,1024,320,4,2000000000.0
C1,T600,Mem Tile,7,1024,320,4,2000000000.0
C1,T601,Mem Tile,52,1024,320,4,2000000000.0
C1,T603,Mem Tile,4,1024,320,4,2000000000.0
C1,T605,Mem Tile,4,1024,320,4,2000000000.0
C1,T606,Mem Tile,77,1024,320,4,2000000000.0
C1,T608,Mem Tile,10,1024,320,4,2000000000.0
C1,T609,Mem Tile,77,1024,320,4,2000000000.0
C1,T611,Mem Tile,10,1024,320,4,2000000000.0
C1,T613,Mem Tile,10,1024,320,4,2000000000.0
C1,T614,Mem Tile,77,1024,320,4,2000000000.0
C1,T616,Mem Tile,4,1024,320,4,2000000000.0
C1,T618,Mem Tile,4,1024,320,4,2000000000.0
C1,T619,Mem Tile,52,1024,320,4,2000000000.0
C1,T621,Mem Tile,7,1024,320,4,2000000000.0
