Model,Type: User-Defined Stack Count: 2 Chip Count: 1,Type: User-Defined Stack Count: 16 Chip Count: 1,Type: User-Defined Stack Count: 4 Chip Count: 1,Type: User-Defined Stack Count: 8 Chip Count: 1,Type: User-Defined Stack Count: 64 Chip Count: 1,Type: User-Defined Stack Count: 32 Chip Count: 1,Type: User-Defined Stack Count: 1 Chip Count: 1
Vgg16,26.26094386970203,30.89025678460962,26.841096561860436,28.26888887432503,35.6616445794469,35.83884615940696,18.56266519754367
Resnet50,10.308167933333966,17.1492732236943,11.54069748118943,14.138543162980566,28.74431371691928,24.780380666358347,6.025035428361342
Mobilenetv2,7.1184608260063875,12.663292338619963,8.026986099345569,9.820440376579251,22.08963769668391,18.20352979129389,4.463530471473874
Gpt2,104.03714821495988,87.71513892941152,89.60807343349681,86.4427326789722,95.38917242865747,89.84153577439811,99.0923154017339
Vitbase,17.995300215624038,24.58393050756667,16.709197035397995,21.922419551174258,38.56054791715311,30.943425607485704,8.159463513501418
Llama,529.5276115172468,217.43537348302735,255.48733514982035,226.53296838769236,221.52785326146557,213.39386365552727,2417.419642970907
Qwen0.6b,140.18590481051902,113.59127543266236,119.22292794815218,113.99186170608304,122.32454556120013,115.35164857295474,319.0189271283187
Gemma1b,458.2059616041762,189.98764880047744,223.23620069913687,199.4411926555811,196.76303862980012,191.60281110784615,831.2977584554635
