Model,Type: User-Defined Stack Count: 2 Chip Count: 1,Type: User-Defined Stack Count: 16 Chip Count: 1,Type: User-Defined Stack Count: 4 Chip Count: 1,Type: User-Defined Stack Count: 8 Chip Count: 1,Type: User-Defined Stack Count: 64 Chip Count: 1,Type: User-Defined Stack Count: 32 Chip Count: 1,Type: User-Defined Stack Count: 1 Chip Count: 1
Vgg16,237.4503982168876,254.61044845377847,239.01665610023912,245.49383429253888,268.14684084706283,269.2252649725028,235.87919443105184
Resnet50,97.71614778778937,124.72511699163879,104.16279653747984,116.4232776932395,164.68977147056174,147.23979476390286,86.55807744493603
Mobilenetv2,65.93787089582979,82.21368961614401,68.32042115507976,74.45809633897939,111.13976407249729,96.89821836552333,64.36666710999445
Gpt2,778.7501903599674,799.085821913603,781.4237944348369,788.5299889391008,846.4405994448867,816.4103941926235,777.1789865741462
Vitbase,170.4252945120501,215.14428351831904,155.7885878215396,197.31973968462,293.464785608711,258.55914655356275,117.02806588445607
Llama,1780.190416722421,1800.2944907239212,1782.4776091081615,1790.6427006111587,1852.8778583867565,1819.2288013834484,1778.1374433739627
Qwen0.6b,986.4134735196741,1006.9993170837975,988.7006659054174,994.9386791579408,1060.1159329684654,1025.3576099866839,984.842269733843
Gemma1b,1566.6031380994004,1587.8714273633796,1569.3721000477608,1576.2875788050185,1631.9316691061906,1605.3714994047623,1565.0319343135666
